No disposition,Date mutation,Nature mutation,Valeur fonciere,No voie,B/T/Q,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Prefixe de section,Section,No plan,No Volume,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,3eme lot,Surface Carrez du 3eme lot,4eme lot,Surface Carrez du 4eme lot,5eme lot,Surface Carrez du 5eme lot,Nombre de lots,Code type local,Identifiant local,Surface reelle bati,Nombre pieces principales,Nature culture speciale,Surface terrain,Type de voie_AV,Type de voie_BD,Type de voie_CHE,Type de voie_CITE,Type de voie_FG,Type de voie_GR,Type de voie_PL,Type de voie_QUAI,Type de voie_RTE,Type de voie_RUE,Type de voie_SQ,Type de voie_VOIE,Type local_Dépendance,Type local_Local industriel. commercial ou assimilé,Type local_Maison,Nature culture_AG,Nature culture_BT,Nature culture_Inconnu,Nature culture_J,Nature culture_L,Nature culture_P,Nature culture_S,Nature culture_T,Nature culture_VE,Nature culture_VI,Predicted Valeur fonciere
1,10/1/24,Vente,258500.0,1.0,,4940,TREMOLIERES,25000,BESANCON,25,56,,BS,202,,,,,,,,,,,,0,1.0,,0.1654465972861833,1.2246786043706397,,-0.1748672880607408,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,214801.4447164963
1,12/1/24,Vente,220240.0,46.0,,1130,DU CHASNOT,25000,BESANCON,25,56,,BO,55,,,,,,,,,,,,0,3.0,,-0.1598185900926162,-0.645308037048133,,-0.5605896688687254,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,183009.31867014483
1,12/1/24,Vente,220240.0,46.0,,1130,DU CHASNOT,25000,BESANCON,25,56,,BO,55,,,,,,,,,,,,0,3.0,,-0.1598185900926162,-0.645308037048133,,-0.5605896688687254,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,183009.31867014483
1,12/1/24,Vente,220240.0,46.0,,1130,DU CHASNOT,25000,BESANCON,25,56,,BO,55,,,,,,,,,,,,0,1.0,,0.2015871736616055,2.4713363653164877,,-0.5605896688687254,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,183008.86033673066
1,12/1/24,Vente,116000.0,3.0,,3205,LUCIEN FEBVRE,25000,BESANCON,25,56,,HW,189,,17.0,"78,98",8.0,,,,,,,,2,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,96390.3985165448
1,12/1/24,Vente,116000.0,3.0,,3205,LUCIEN FEBVRE,25000,BESANCON,25,56,,HW,189,,17.0,"78,98",8.0,,,,,,,,2,2.0,,0.1256919632732189,1.8480074848435637,,-0.0006982601324978,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,96390.03184981349
1,17/01/2024,Vente,69240.0,21.0,,1861,ERNEST RENAN,25000,BESANCON,25,56,,AM,35,,21.0,"35,66",27.0,,,,,,,,2,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,57534.8660301448
1,17/01/2024,Vente,69240.0,21.0,,1861,ERNEST RENAN,25000,BESANCON,25,56,,AM,35,,21.0,"35,66",27.0,,,,,,,,2,2.0,,-0.0875374373417718,-0.0219791565752088,,-0.0006982601324978,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,57534.77436346197
1,17/01/2024,Vente,69240.0,21.0,,1861,ERNEST RENAN,25000,BESANCON,25,56,,AM,35,,25.0,,,,,,,,,,1,2.0,,-0.1489764171799895,-0.645308037048133,,-0.0006982601324978,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,57534.8660301448
1,11/1/24,Echange,7000.0,74.0,,2440,GRANDE RUE,25000,BESANCON,25,56,,AB,36,,19.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,5816.124756544797
2,11/1/24,Echange,7000.0,74.0,,2440,GRANDE RUE,25000,BESANCON,25,56,,AB,36,,16.0,,,,,,,,,,1,4.0,,0.7689942227557336,-0.645308037048133,,-0.0006982601324978,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,5816.124756544797
1,4/1/24,Vente,166400.0,16.0,,2030,FONTAINE ARGENT,25000,BESANCON,25,56,,CW,176,,36.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,138270.6131725448
1,4/1/24,Vente,166400.0,16.0,,2030,FONTAINE ARGENT,25000,BESANCON,25,56,,CW,176,,17.0,"66,58",,,,,,,,,1,2.0,,0.0750951563476279,1.2246786043706397,,-0.0006982601324978,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,138270.3381724963
1,4/1/24,Vente,166400.0,16.0,,2030,FONTAINE ARGENT,25000,BESANCON,25,56,,CW,176,,17.0,"66,58",,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,138270.6131725448
1,4/1/24,Vente,166400.0,16.0,,2030,FONTAINE ARGENT,25000,BESANCON,25,56,,CW,176,,17.0,"66,58",,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,138270.6131725448
1,9/1/24,Vente,8000.0,36.0,,5160,DE VESOUL,25000,BESANCON,25,56,,BI,269,,22.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,6647.081396544796
1,8/1/24,Vente,90400.0,16.0,A,1534,DENFERT ROCHEREAU,25000,BESANCON,25,56,,CW,275,,85.0,"31,05",9.0,,,,,,,,2,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,75117.90853254478
1,8/1/24,Vente,90400.0,16.0,A,1534,DENFERT ROCHEREAU,25000,BESANCON,25,56,,CW,275,,85.0,"31,05",9.0,,,,,,,,2,2.0,,0.3353073062506675,2.4713363653164877,,-0.0006982601324978,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,75117.45019913063
1,8/1/24,Vente,90400.0,16.0,A,1534,DENFERT ROCHEREAU,25000,BESANCON,25,56,,CW,275,,85.0,"31,05",9.0,,,,,,,,2,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,75117.90853254478
1,4/1/24,Vente,78000.0,11.0,,4870,THIEBAUD,25000,BESANCON,25,56,,BK,104,,17.0,,70.0,,,,,,,,2,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,64814.046196544805
1,4/1/24,Vente,78000.0,11.0,,4870,THIEBAUD,25000,BESANCON,25,56,,BK,104,,17.0,,70.0,,,,,,,,2,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,64814.046196544805
1,4/1/24,Vente,78000.0,11.0,,4870,THIEBAUD,25000,BESANCON,25,56,,BK,104,,17.0,,70.0,,,,,,,,2,2.0,,-0.0152562845909275,0.6013497238977152,,-0.0006982601324978,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,64813.86286317914
1,2/1/24,Vente,85000.0,4.0,,2330,GEORGES CLEMENCEAU,25000,BESANCON,25,56,,HY,279,,7.0,"53,78",,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,70630.74267654479
1,2/1/24,Vente,85000.0,4.0,,2330,GEORGES CLEMENCEAU,25000,BESANCON,25,56,,HY,279,,7.0,"53,78",,,,,,,,,1,2.0,,0.0425686376097479,0.6013497238977152,,-0.0006982601324978,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,70630.55934317913
1,2/1/24,Vente,85000.0,4.0,,2330,GEORGES CLEMENCEAU,25000,BESANCON,25,56,,HY,279,,7.0,"53,78",,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,70630.74267654479
1,4/1/24,Vente,85000.0,17.0,,420,BERSOT,25000,BESANCON,25,56,,AC,191,,24.0,"26,92",,,,,,,,,1,2.0,,-0.0658530915165185,0.6013497238977152,,-0.0006982601324978,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,70630.55934317913
1,11/1/24,Vente,96030.0,21.0,,2849,JEAN SIMON BERTHELEMY,25000,BESANCON,25,56,,NV,172,,204.0,,,,,,,,,,1,2.0,,-0.0694671491540607,0.6013497238977152,,-0.0006982601324978,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,79796.01108237913
1,11/1/24,Vente,96030.0,25.0,,2849,JEAN SIMON BERTHELEMY,25000,BESANCON,25,56,,NV,172,,329.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,79796.19441574479
1,4/1/24,Vente,130700.0,4.0,,3183,LOUISE BLAZER,25000,BESANCON,25,56,,NO,190,,40.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,108605.46112454479
1,4/1/24,Vente,130700.0,4.0,,3183,LOUISE BLAZER,25000,BESANCON,25,56,,NO,190,,7.0,"44,71",,,,,,,,,1,2.0,,0.0028140035967835,0.6013497238977152,,-0.0006982601324978,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,108605.27779117913
1,5/1/24,Vente,103000.0,50.0,2,1620,DE DOLE,25000,BESANCON,25,56,,HZ,218,,40.0,"61,25",41.0,,42.0,,,,,,3,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,85587.96219654479
1,5/1/24,Vente,103000.0,50.0,2,1620,DE DOLE,25000,BESANCON,25,56,,HZ,218,,40.0,"61,25",41.0,,42.0,,,,,,3,2.0,,0.0570248681599168,1.8480074848435637,,-0.0006982601324978,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,85587.59552981348
1,5/1/24,Vente,103000.0,50.0,2,1620,DE DOLE,25000,BESANCON,25,56,,HZ,218,,40.0,"61,25",41.0,,42.0,,,,,,3,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,85587.96219654479
1,5/1/24,Vente,164000.0,120.0,,2440,GRANDE RUE,25000,BESANCON,25,56,,AN,15,,23.0,"57,50",,,,,,,,,1,2.0,,0.060638925797459,0.6013497238977152,,-0.0006982601324978,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,136276.13390317914
1,17/01/2024,Vente en l'état futur d'achèvement,235000.0,9.0,,3752,OUSMANE SOW,25000,BESANCON,25,56,,HY,421,,78.0,,,,,,,,,,1,,,0.0006235630426947,6.430628896747498e-17,,-0.0006982601324978,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,195274.14377760942
1,17/01/2024,Vente en l'état futur d'achèvement,235000.0,9.0,,3752,OUSMANE SOW,25000,BESANCON,25,56,,HY,421,,22.0,,,,,,,,,,1,,,0.0006235630426947,6.430628896747498e-17,,-0.0006982601324978,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,195274.14377760942
1,17/01/2024,Vente en l'état futur d'achèvement,235000.0,9.0,,3752,OUSMANE SOW,25000,BESANCON,25,56,,HY,421,,76.0,,,,,,,,,,1,,,0.0006235630426947,6.430628896747498e-17,,-0.0006982601324978,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,195274.14377760942
1,11/1/24,Vente,250630.0,8.0,,1346,DE LA COMBE MACON,25000,BESANCON,25,56,,PT,100,,,,,,,,,,,,0,2.0,,0.1907450007489788,2.4713363653164877,,-0.3740174303257328,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,208261.63262633065
1,11/1/24,Vente,250630.0,8.0,,1346,DE LA COMBE MACON,25000,BESANCON,25,56,,PT,100,,,,,,,,,,,,0,2.0,,-0.0008000540407586,0.6013497238977152,,-0.3740174303257328,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,208261.90762637914
1,23/01/2024,Vente,55000.0,6.0,,4490,RIVOTTE,25000,BESANCON,25,56,,DK,25,,35.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,45702.0434765448
1,23/01/2024,Vente,55000.0,6.0,,4490,RIVOTTE,25000,BESANCON,25,56,,DK,25,,36.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,45702.0434765448
1,23/01/2024,Vente,55000.0,6.0,,4490,RIVOTTE,25000,BESANCON,25,56,,DK,25,,34.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,45702.0434765448
1,23/01/2024,Vente,55000.0,6.0,,4490,RIVOTTE,25000,BESANCON,25,56,,DK,25,,33.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,45702.0434765448
1,23/01/2024,Vente,55000.0,6.0,,4490,RIVOTTE,25000,BESANCON,25,56,,DK,25,,33.0,,34.0,,35.0,,36.0,,,,4,4.0,,0.2377277500370277,-0.645308037048133,,-0.0006982601324978,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,45702.0434765448
1,19/01/2024,Vente,96850.0,8.0,,4510,ROBERT DEMANGEL,25000,BESANCON,25,56,,HX,330,,196.0,,,,,,,,,,1,2.0,,-0.0224843998660119,-0.0219791565752088,,-0.0006982601324978,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,80477.48719386196
1,19/01/2024,Vente,96850.0,10.0,,4510,ROBERT DEMANGEL,25000,BESANCON,25,56,,HX,330,,19.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,80477.57886054479
1,8/1/24,Vente,58300.0,4.0,,4038,PIERRE RUBENS,25000,BESANCON,25,56,,EK,84,,213.0,"25,77",,,,,,,,,1,2.0,,-0.0694671491540607,-0.0219791565752088,,-0.0006982601324978,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,48444.108721861965
1,8/1/24,Vente,58300.0,4.0,,4038,PIERRE RUBENS,25000,BESANCON,25,56,,EK,84,,127.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,48444.2003885448
1,10/1/24,Vente,473000.0,5.0,,1760,ELISEE CUSENIER,25000,BESANCON,25,56,,AE,126,,54.0,"164,35",,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,393041.9189965448
1,10/1/24,Vente,473000.0,5.0,,1760,ELISEE CUSENIER,25000,BESANCON,25,56,,AE,126,,54.0,"164,35",,,,,,,,,1,2.0,,0.4473430930144763,2.4713363653164877,,-0.0006982601324978,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,393041.4606631306
1,10/1/24,Vente,473000.0,25.0,,2240,GAMBETTA,25000,BESANCON,25,56,,AE,126,,19.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,393041.9189965448
1,12/1/24,Vente,190000.0,3.0,,4130,DU PONT,25000,BESANCON,25,56,,DR,531,,,,,,,,,,,,0,4.0,,-0.1598185900926162,-0.645308037048133,,0.0075123159082518,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,157881.1898765448
1,12/1/24,Vente,190000.0,3.0,,4130,DU PONT,25000,BESANCON,25,56,,DR,531,,,,,,,,,,,,0,4.0,,-0.1598185900926162,-0.645308037048133,,-0.5239041163462268,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,157881.1898765448
1,12/1/24,Vente,190000.0,3.0,,4130,DU PONT,25000,BESANCON,25,56,,DR,531,,,,,,,,,,,,0,4.0,,-0.1598185900926162,-0.645308037048133,,0.0075123159082518,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,157881.1898765448
1,12/1/24,Vente,190000.0,3.0,,4130,DU PONT,25000,BESANCON,25,56,,DR,531,,,,,,,,,,,,0,4.0,,-0.1598185900926162,-0.645308037048133,POTAG,0.5242545271537311,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,157881.1898765448
1,12/1/24,Vente,190000.0,3.0,,4130,DU PONT,25000,BESANCON,25,56,,DR,531,,,,,,,,,,,,0,4.0,,-0.1598185900926162,-0.645308037048133,POTAG,0.5242545271537311,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,157881.1898765448
1,12/1/24,Vente,190000.0,3.0,,4130,DU PONT,25000,BESANCON,25,56,,DR,531,,,,,,,,,,,,0,4.0,,-0.1598185900926162,-0.645308037048133,,-0.5239041163462268,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,157881.1898765448
1,23/01/2024,Vente,107000.0,4.0,,1615,DOCTEUR SCHWEITZER,25000,BESANCON,25,56,,CK,4,,332.0,,380.0,"72,11",,,,,,,2,2.0,,0.1003935598104234,1.8480074848435637,,-0.0006982601324978,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,88911.42208981348
1,23/01/2024,Vente,107000.0,2.0,T,1615,DOCTEUR SCHWEITZER,25000,BESANCON,25,56,,CK,4,,744.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,88911.78875654479
1,23/01/2024,Vente,107000.0,4.0,,1615,DOCTEUR SCHWEITZER,25000,BESANCON,25,56,,CK,4,,332.0,,380.0,"72,11",,,,,,,2,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,88911.78875654479
1,17/01/2024,Vente,35000.0,3.0,,4430,DE LA REPUBLIQUE,25000,BESANCON,25,56,,AD,172,,212.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,29082.910676544794
1,17/01/2024,Vente,35000.0,3.0,,4430,DE LA REPUBLIQUE,25000,BESANCON,25,56,,AD,172,,213.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,29082.910676544794
1,9/1/24,Vente,72000.0,40.0,B,5160,DE VESOUL,25000,BESANCON,25,56,,BI,64,,2.0,,3.0,,4.0,,5.0,,6.0,"45,85",7,2.0,,-0.008028169315843,0.6013497238977152,,-0.0006982601324978,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,59828.12302317914
1,9/1/24,Vente,72000.0,40.0,B,5160,DE VESOUL,25000,BESANCON,25,56,,BI,64,,2.0,,3.0,,4.0,,5.0,,6.0,"45,85",7,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,59828.3063565448
1,9/1/24,Vente,72000.0,40.0,B,5160,DE VESOUL,25000,BESANCON,25,56,,BI,64,,2.0,,3.0,,4.0,,5.0,,6.0,"45,85",7,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,59828.3063565448
1,9/1/24,Vente,72000.0,40.0,B,5160,DE VESOUL,25000,BESANCON,25,56,,BI,64,,2.0,,3.0,,4.0,,5.0,,6.0,"45,85",7,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,59828.3063565448
1,16/01/2024,Vente,110000.0,28.0,B,4960,DE TREY,25000,BESANCON,25,56,,BN,189,,43.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,91404.65867654479
