No disposition,Date mutation,Nature mutation,Valeur fonciere,No voie,B/T/Q,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Prefixe de section,Section,No plan,No Volume,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,3eme lot,Surface Carrez du 3eme lot,4eme lot,Surface Carrez du 4eme lot,5eme lot,Surface Carrez du 5eme lot,Nombre de lots,Code type local,Identifiant local,Surface reelle bati,Nombre pieces principales,Nature culture speciale,Surface terrain,Type de voie_AV,Type de voie_BD,Type de voie_CHE,Type de voie_CITE,Type de voie_FG,Type de voie_GR,Type de voie_PL,Type de voie_QUAI,Type de voie_RTE,Type de voie_RUE,Type de voie_SQ,Type de voie_VOIE,Type local_Dépendance,Type local_Local industriel. commercial ou assimilé,Type local_Maison,Nature culture_AG,Nature culture_BT,Nature culture_Inconnu,Nature culture_J,Nature culture_L,Nature culture_P,Nature culture_S,Nature culture_T,Nature culture_VE,Nature culture_VI
1,8/2/24,Vente,"83000,00",8.0,,250,AUGUSTE LEBEUF,25000,BESANCON,25,56,,CK,22,,163.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,8/2/24,Vente,"83000,00",4.0,,250,AUGUSTE LEBEUF,25000,BESANCON,25,56,,CK,22,,107.0,,83.0,,95.0,,,,,,3,2.0,,0.06425298343500126,1.2246786043706395,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,6/2/24,Vente,"13000,00",59.0,B,2040,DE FONTAINE ECU,25000,BESANCON,25,56,,HR,8,,817.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,23/01/2024,Vente,"170000,00",23.0,,3690,OCTAVE DAVID,25000,BESANCON,25,56,,DX,7,,154.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,23/01/2024,Vente,"170000,00",23.0,,3690,OCTAVE DAVID,25000,BESANCON,25,56,,DX,7,,12.0,,30.0,,,,,,,,2,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,23/01/2024,Vente,"170000,00",23.0,,3690,OCTAVE DAVID,25000,BESANCON,25,56,,DX,7,,12.0,,30.0,,,,,,,,2,2.0,,0.10762167508550786,1.8480074848435637,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,22/01/2024,Vente,"3500,00",28.0,,2630,HENRI ET MAURICE BAIGUE,25000,BESANCON,25,56,,BN,212,,1.0,,,,,,,,,,1,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,6/2/24,Vente,"165000,00",13.0,,670,CARNOT,25000,BESANCON,25,56,,CW,133,,16.0,"69,05",21.0,,,,,,,,2,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,6/2/24,Vente,"165000,00",13.0,,670,CARNOT,25000,BESANCON,25,56,,CW,133,,16.0,"69,05",21.0,,,,,,,,2,2.0,,0.12930602091076115,0.6013497238977152,,-0.0006982601324978525,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,19/02/2024,Vente,"93500,00",10.0,,955,PARC DES CHAPRAIS,25000,BESANCON,25,56,,BP,213,,270.0,,280.0,"62,96",,,,,,,2,2.0,,0.08593732926025456,1.8480074848435637,,-0.0006982601324978525,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,19/02/2024,Vente,"93500,00",10.0,,955,PARC DES CHAPRAIS,25000,BESANCON,25,56,,BP,213,,270.0,,280.0,"62,96",,,,,,,2,3.0,,-0.1598185900926162,-0.645308037048133,,-0.0006982601324978525,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
1,14/02/2024,Vente en l'état futur d'achèvement,"15000,00",16.0,,165,ANDREY,25000,BESANCON,25,56,,BM,124,,2112.0,,,,,,,,,,1,,,0.0006235630426947613,,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,14/02/2024,Vente en l'état futur d'achèvement,"12500,00",16.0,,165,ANDREY,25000,BESANCON,25,56,,BM,124,,2105.0,,,,,,,,,,1,,,0.0006235630426947613,,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
1,14/02/2024,Vente en l'état futur d'achèvement,"15000,00",16.0,,165,ANDREY,25000,BESANCON,25,56,,BM,124,,2113.0,,,,,,,,,,1,,,0.0006235630426947613,,,-0.0006982601324978525,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
