No disposition,Date mutation,Nature mutation,Valeur fonciere,No voie,B/T/Q,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Prefixe de section,Section,No plan,No Volume,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,3eme lot,Surface Carrez du 3eme lot,4eme lot,Surface Carrez du 4eme lot,5eme lot,Surface Carrez du 5eme lot,Nombre de lots,Code type local,Type local,Identifiant local,Surface reelle bati,Nombre pieces principales,Nature culture,Nature culture speciale,Surface terrain
1,29/03/2024,Vente,"142950,00",8,G,AV,2330,GEORGES CLEMENCEAU,25000,BESANCON,25,56,,HY,59,,64,"45,23",8,,,,,,,,2,2,Appartement,,46,2,,,
1,8/4/24,Vente,"12000,00",1,B,AV,4760,DU 60EME RI,25000,BESANCON,25,56,,HY,367,,697,,,,,,,,,,1,3,Dépendance,,0,0,,,
1,29/03/2024,Vente,"175000,00",39,,GR,2440,GRANDE RUE,25000,BESANCON,25,56,,AD,62,,107,"38,00",,,,,,,,,1,2,Appartement,,36,2,,,
1,29/03/2024,Vente,"175000,00",39,,GR,2440,GRANDE RUE,25000,BESANCON,25,56,,AD,62,,106,"36,00",,,,,,,,,1,2,Appartement,,38,2,,,
1,25/03/2024,Vente,"140000,00",26,,RUE,598,CAMILLE FLAMMARION,25000,BESANCON,25,56,,NZ,207,,2,"54,00",,,,,,,,,1,4,Local industriel. commercial ou assimilé,,20,0,,,
1,20/03/2024,Vente,"30000,00",3,,RUE,4130,DU PONT,25000,BESANCON,25,56,,DR,533,,,,,,,,,,,,0,,,,,,J,POTAG,4418
1,20/03/2024,Vente,"30000,00",3,,RUE,4130,DU PONT,25000,BESANCON,25,56,,DR,533,,,,,,,,,,,,0,,,,,,AG,,2208
1,22/03/2024,Vente,"117000,00",,,,B189,AUX MONTBOUCONS,25000,BESANCON,25,56,,HI,173,,,,,,,,,,,,0,,,,,,S,,505
1,5/4/24,Vente,"10000,00",,,RUE,136,DE L AMITIE,25000,BESANCON,25,56,,EV,347,,,,,,,,,,,,0,,,,,,S,,491
1,29/03/2024,Vente,"85000,00",39,,GR,2440,GRANDE RUE,25000,BESANCON,25,56,,AD,62,,105,"55,00",,,,,,,,,1,2,Appartement,,50,2,,,
1,25/03/2024,Vente,"150000,00",10,B,RUE,2970,DES JUSTICES,25000,BESANCON,25,56,,HV,252,,155,,,,,,,,,,1,3,Dépendance,,0,0,,,
1,25/03/2024,Vente,"150000,00",10,B,RUE,2970,DES JUSTICES,25000,BESANCON,25,56,,HV,252,,211,"48,69",,,,,,,,,1,2,Appartement,,50,2,,,
1,21/03/2024,Vente,"38500,00",53,,RUE,330,BATTANT,25000,BESANCON,25,56,,AZ,229,,1018,"18,31",,,,,,,,,1,2,Appartement,,20,1,,,
1,20/03/2024,Vente,"170000,00",6,,RUE,3120,LIEUTENANT DUCHAILLUT,25000,BESANCON,25,56,,BO,404,,57,"83,02",9,,,,,,,,2,2,Appartement,,83,4,,,
1,20/03/2024,Vente,"170000,00",6,,RUE,3120,LIEUTENANT DUCHAILLUT,25000,BESANCON,25,56,,BO,404,,57,"83,02",9,,,,,,,,2,3,Dépendance,,0,0,,,
1,20/03/2024,Vente,"170000,00",6,,RUE,3120,LIEUTENANT DUCHAILLUT,25000,BESANCON,25,56,,BO,404,,30,,,,,,,,,,1,3,Dépendance,,0,0,,,
1,22/03/2024,Vente,"700000,00",10,B,RUE,3055,LAVOISIER,25000,BESANCON,25,56,,EX,23,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,,463,0,S,,2450
1,22/03/2024,Vente,"700000,00",10,B,RUE,3055,LAVOISIER,25000,BESANCON,25,56,,EX,23,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,,463,0,S,,2450
1,10/4/24,Vente,"10000,00",2,T,RUE,1615,DOCTEUR SCHWEITZER,25000,BESANCON,25,56,,CK,4,,728,,,,,,,,,,1,3,Dépendance,,0,0,,,
1,10/4/24,Vente en l'état futur d'achèvement,"6000,00",16,,RUE,165,ANDREY,25000,BESANCON,25,56,,BM,124,,2034,,,,,,,,,,1,,,,,,,,
2,2/4/24,Vente,"350,00",84,,RUE,1470,DES CRAS,25000,BESANCON,25,56,,BP,368,,,,,,,,,,,,0,,,,,,S,,5
1,4/4/24,Vente,"109000,00",6,,ALL,580,DES BRUYERES,25000,BESANCON,25,56,,BN,361,,298,,311,,,,,,,,2,3,Dépendance,,0,0,,,
1,4/4/24,Vente,"109000,00",6,,ALL,580,DES BRUYERES,25000,BESANCON,25,56,,BN,361,,298,,311,,,,,,,,2,2,Appartement,,81,4,,,
1,4/4/24,Vente,"109000,00",4,,ALL,580,DES BRUYERES,25000,BESANCON,25,56,,BN,361,,748,,,,,,,,,,1,3,Dépendance,,0,0,,,
1,2/4/24,Vente,"8500,00",,,,B265,SOUS LES MONTBOUCONS,25000,BESANCON,25,56,,NT,445,,,,,,,,,,,,0,,,,,,S,,170
1,17/04/2024,Vente,"155000,00",17,,RUE,420,BERSOT,25000,BESANCON,25,56,,AC,191,,10,,,,,,,,,,1,2,Appartement,,21,2,,,
1,17/04/2024,Vente,"155000,00",17,,RUE,420,BERSOT,25000,BESANCON,25,56,,AC,191,,2,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,92,0,,,
1,18/04/2024,Vente,"196934,00",2,,RUE,60,ALEXANDRE GROSJEAN,25000,BESANCON,25,56,,BH,179,,41,,42,,43,,,,,,3,3,Dépendance,,0,0,,,
1,18/04/2024,Vente,"196934,00",2,,RUE,60,ALEXANDRE GROSJEAN,25000,BESANCON,25,56,,BH,179,,41,,42,,43,,,,,,3,3,Dépendance,,0,0,,,
1,18/04/2024,Vente,"196934,00",2,,RUE,60,ALEXANDRE GROSJEAN,25000,BESANCON,25,56,,BH,179,,41,,42,,43,,,,,,3,2,Appartement,,86,4,,,
1,2/4/24,Vente,"69300,00",,,,B265,SOUS LES MONTBOUCONS,25000,BESANCON,25,56,,NT,510,,,,,,,,,,,,0,,,,,,T,,12600
1,18/04/2024,Vente,"3000,00",17,,RUE,420,BERSOT,25000,BESANCON,25,56,,AC,191,,21,,,,,,,,,,1,3,Dépendance,,0,0,,,
1,17/04/2024,Vente en l'état futur d'achèvement,"93240,00",4,A,RTE,2550,DE GRAY,25000,BESANCON,25,56,,HM,95,,66,"18,66",,,,,,,,,1,,,,,,,,
1,15/04/2024,Vente,"185000,00",6,,RUE,420,BERSOT,25000,BESANCON,25,56,,AI,4,,1,,11,,2,,9,,,,4,4,Local industriel. commercial ou assimilé,,63,0,,,
1,15/04/2024,Vente,"26000,00",6,,RUE,420,BERSOT,25000,BESANCON,25,56,,AI,4,,13,"7,02",8,"8,24",,,,,,,2,3,Dépendance,,0,0,,,
1,15/04/2024,Vente,"26000,00",6,,RUE,420,BERSOT,25000,BESANCON,25,56,,AI,4,,13,"7,02",8,"8,24",,,,,,,2,2,Appartement,,8,1,,,
1,18/04/2024,Vente,"137000,00",17,,RUE,420,BERSOT,25000,BESANCON,25,56,,AC,191,,6,"23,48",,,,,,,,,1,2,Appartement,,23,1,,,
1,18/04/2024,Vente,"137000,00",17,,RUE,420,BERSOT,25000,BESANCON,25,56,,AC,191,,4,"23,81",,,,,,,,,1,2,Appartement,,22,1,,,
1,3/4/24,Vente,"70000,00",20,2,RUE,2040,DE FONTAINE ECU,25000,BESANCON,25,56,,HV,116,,127,,227,,27,"64,31",,,,,3,3,Dépendance,,0,0,,,
1,3/4/24,Vente,"70000,00",20,2,RUE,2040,DE FONTAINE ECU,25000,BESANCON,25,56,,HV,116,,127,,227,,27,"64,31",,,,,3,2,Appartement,,64,4,,,
1,3/4/24,Vente,"70000,00",20,2,RUE,2040,DE FONTAINE ECU,25000,BESANCON,25,56,,HV,116,,127,,227,,27,"64,31",,,,,3,3,Dépendance,,0,0,,,
1,4/4/24,Vente,"730000,00",1,,RUE,5220,DE LA VIEILLE MONNAIE,25000,BESANCON,25,56,,AM,87,,,,,,,,,,,,0,2,Appartement,,126,5,S,,272
1,4/4/24,Vente,"730000,00",1,,RUE,5220,DE LA VIEILLE MONNAIE,25000,BESANCON,25,56,,AM,87,,,,,,,,,,,,0,2,Appartement,,55,3,S,,272
1,4/4/24,Vente,"730000,00",1,,RUE,5220,DE LA VIEILLE MONNAIE,25000,BESANCON,25,56,,AM,87,,,,,,,,,,,,0,2,Appartement,,68,2,S,,272
1,4/4/24,Vente,"730000,00",1,,RUE,5220,DE LA VIEILLE MONNAIE,25000,BESANCON,25,56,,AM,87,,,,,,,,,,,,0,2,Appartement,,58,2,S,,272
1,4/4/24,Vente,"730000,00",1,,RUE,5220,DE LA VIEILLE MONNAIE,25000,BESANCON,25,56,,AM,87,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,272
1,4/4/24,Vente,"730000,00",1,,RUE,5220,DE LA VIEILLE MONNAIE,25000,BESANCON,25,56,,AM,87,,,,,,,,,,,,0,2,Appartement,,42,1,S,,272
1,4/4/24,Vente,"730000,00",1,,RUE,5220,DE LA VIEILLE MONNAIE,25000,BESANCON,25,56,,AM,87,,,,,,,,,,,,0,2,Appartement,,17,1,S,,272
1,4/4/24,Vente,"730000,00",1,,RUE,5220,DE LA VIEILLE MONNAIE,25000,BESANCON,25,56,,AM,87,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,272
1,4/4/24,Vente,"730000,00",1,,RUE,5220,DE LA VIEILLE MONNAIE,25000,BESANCON,25,56,,AM,87,,,,,,,,,,,,0,2,Appartement,,32,1,S,,272
1,4/4/24,Vente,"730000,00",1,,RUE,5220,DE LA VIEILLE MONNAIE,25000,BESANCON,25,56,,AM,87,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,272
1,4/4/24,Vente,"730000,00",1,,RUE,5220,DE LA VIEILLE MONNAIE,25000,BESANCON,25,56,,AM,87,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,272
1,4/4/24,Vente,"730000,00",1,,RUE,5220,DE LA VIEILLE MONNAIE,25000,BESANCON,25,56,,AM,87,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,272
1,4/4/24,Vente,"730000,00",1,,RUE,5220,DE LA VIEILLE MONNAIE,25000,BESANCON,25,56,,AM,87,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,272
1,4/4/24,Vente,"730000,00",1,,RUE,5220,DE LA VIEILLE MONNAIE,25000,BESANCON,25,56,,AM,87,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,272
1,4/4/24,Vente,"730000,00",1,,RUE,5220,DE LA VIEILLE MONNAIE,25000,BESANCON,25,56,,AM,87,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,272
1,4/4/24,Vente,"730000,00",1,,RUE,5220,DE LA VIEILLE MONNAIE,25000,BESANCON,25,56,,AM,87,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,272
1,4/4/24,Vente,"730000,00",1,,RUE,5220,DE LA VIEILLE MONNAIE,25000,BESANCON,25,56,,AM,87,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,272
1,4/4/24,Vente,"730000,00",1,,RUE,5220,DE LA VIEILLE MONNAIE,25000,BESANCON,25,56,,AM,87,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,272
1,4/4/24,Vente,"730000,00",1,,RUE,5220,DE LA VIEILLE MONNAIE,25000,BESANCON,25,56,,AM,87,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,272
1,4/4/24,Vente,"730000,00",1,,RUE,5220,DE LA VIEILLE MONNAIE,25000,BESANCON,25,56,,AM,87,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,272
1,4/4/24,Vente,"730000,00",1,,RUE,5220,DE LA VIEILLE MONNAIE,25000,BESANCON,25,56,,AM,87,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,272
1,4/4/24,Vente,"730000,00",1,,RUE,5220,DE LA VIEILLE MONNAIE,25000,BESANCON,25,56,,AM,87,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,272
1,4/4/24,Vente,"730000,00",1,,RUE,5220,DE LA VIEILLE MONNAIE,25000,BESANCON,25,56,,AM,87,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,272
1,4/4/24,Vente,"730000,00",1,,RUE,5220,DE LA VIEILLE MONNAIE,25000,BESANCON,25,56,,AM,87,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,272
1,4/4/24,Vente,"730000,00",1,,RUE,5220,DE LA VIEILLE MONNAIE,25000,BESANCON,25,56,,AM,87,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,272
1,4/4/24,Vente,"730000,00",1,,RUE,5220,DE LA VIEILLE MONNAIE,25000,BESANCON,25,56,,AM,87,,,,,,,,,,,,0,2,Appartement,,30,1,S,,272
1,4/4/24,Vente,"730000,00",1,,RUE,5220,DE LA VIEILLE MONNAIE,25000,BESANCON,25,56,,AM,87,,,,,,,,,,,,0,2,Appartement,,30,2,S,,272
1,4/4/24,Vente,"730000,00",1,,RUE,5220,DE LA VIEILLE MONNAIE,25000,BESANCON,25,56,,AM,87,,,,,,,,,,,,0,2,Appartement,,56,3,S,,272
1,15/04/2024,Vente,"55700,00",1,,RUE,585,DE LA BUTTE,25000,BESANCON,25,56,,IK,273,,154,"24,61",53,,,,,,,,2,2,Appartement,,25,0,,,
1,15/04/2024,Vente,"55700,00",1,,RUE,585,DE LA BUTTE,25000,BESANCON,25,56,,IK,273,,86,,,,,,,,,,1,3,Dépendance,,0,0,,,
1,15/04/2024,Vente,"55700,00",1,,RUE,585,DE LA BUTTE,25000,BESANCON,25,56,,IK,273,,154,"24,61",53,,,,,,,,2,3,Dépendance,,0,0,,,
1,10/4/24,Vente,"534000,00",13,,RUE,2300,DU GENERAL LECOURBE,25000,BESANCON,25,56,,AP,70,,,,,,,,,,,,0,2,Appartement,,16,1,S,,231
1,10/4/24,Vente,"534000,00",13,,RUE,2300,DU GENERAL LECOURBE,25000,BESANCON,25,56,,AP,70,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,,33,0,S,,231
1,10/4/24,Vente,"534000,00",13,,RUE,2300,DU GENERAL LECOURBE,25000,BESANCON,25,56,,AP,70,,,,,,,,,,,,0,2,Appartement,,75,3,S,,231
1,10/4/24,Vente,"534000,00",13,,RUE,2300,DU GENERAL LECOURBE,25000,BESANCON,25,56,,AP,70,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,,13,0,S,,231
1,10/4/24,Vente,"534000,00",13,,RUE,2300,DU GENERAL LECOURBE,25000,BESANCON,25,56,,AP,70,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,,13,0,S,,231
1,10/4/24,Vente,"534000,00",13,,RUE,2300,DU GENERAL LECOURBE,25000,BESANCON,25,56,,AP,70,,,,,,,,,,,,0,2,Appartement,,13,1,S,,231
1,10/4/24,Vente,"534000,00",13,,RUE,2300,DU GENERAL LECOURBE,25000,BESANCON,25,56,,AP,70,,,,,,,,,,,,0,2,Appartement,,22,1,S,,231
1,10/4/24,Vente,"534000,00",13,,RUE,2300,DU GENERAL LECOURBE,25000,BESANCON,25,56,,AP,70,,,,,,,,,,,,0,2,Appartement,,16,1,S,,231
1,10/4/24,Vente,"534000,00",13,,RUE,2300,DU GENERAL LECOURBE,25000,BESANCON,25,56,,AP,70,,,,,,,,,,,,0,2,Appartement,,16,1,S,,231
1,10/4/24,Vente,"534000,00",13,,RUE,2300,DU GENERAL LECOURBE,25000,BESANCON,25,56,,AP,70,,,,,,,,,,,,0,2,Appartement,,8,1,S,,231
1,10/4/24,Vente,"534000,00",13,,RUE,2300,DU GENERAL LECOURBE,25000,BESANCON,25,56,,AP,70,,,,,,,,,,,,0,2,Appartement,,33,2,S,,231
1,10/4/24,Vente,"534000,00",13,,RUE,2300,DU GENERAL LECOURBE,25000,BESANCON,25,56,,AP,70,,,,,,,,,,,,0,2,Appartement,,33,2,S,,231
1,10/4/24,Vente,"534000,00",13,,RUE,2300,DU GENERAL LECOURBE,25000,BESANCON,25,56,,AP,70,,,,,,,,,,,,0,2,Appartement,,16,1,S,,231
1,10/4/24,Vente,"534000,00",13,,RUE,2300,DU GENERAL LECOURBE,25000,BESANCON,25,56,,AP,70,,,,,,,,,,,,0,2,Appartement,,16,1,S,,231
1,15/04/2024,Vente,"374100,00",24,T,RUE,4960,DE TREY,25000,BESANCON,25,56,,BI,212,,,,,,,,,,,,0,1,Maison,,146,6,S,,1063
1,15/04/2024,Vente,"8000,00",20,,BD,1025,CHARLES DE GAULLE,25000,BESANCON,25,56,,IK,438,,55,,,,,,,,,,1,3,Dépendance,,0,0,,,
1,29/03/2024,Vente,"1000,00",,,,B201,A LA PETITE SOYE,25000,BESANCON,25,56,,LX,164,,,,,,,,,,,,0,,,,,,S,,24
2,29/03/2024,Vente,"1499000,00",,,,B201,A LA PETITE SOYE,25000,BESANCON,25,56,,LX,63,,,,,,,,,,,,0,,,,,,AG,,1210
2,29/03/2024,Vente,"1499000,00",264,,RUE,1620,DE DOLE,25000,BESANCON,25,56,,LX,65,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,1111
2,29/03/2024,Vente,"1499000,00",264,,RUE,1620,DE DOLE,25000,BESANCON,25,56,,LX,65,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,1111
2,29/03/2024,Vente,"1499000,00",264,,RUE,1620,DE DOLE,25000,BESANCON,25,56,,LX,65,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,1111
2,29/03/2024,Vente,"1499000,00",264,,RUE,1620,DE DOLE,25000,BESANCON,25,56,,LX,65,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,1111
2,29/03/2024,Vente,"1499000,00",264,,RUE,1620,DE DOLE,25000,BESANCON,25,56,,LX,65,,,,,,,,,,,,0,2,Appartement,,113,3,S,,1111
2,29/03/2024,Vente,"1499000,00",264,,RUE,1620,DE DOLE,25000,BESANCON,25,56,,LX,65,,,,,,,,,,,,0,2,Appartement,,209,6,S,,1111
2,29/03/2024,Vente,"1499000,00",264,,RUE,1620,DE DOLE,25000,BESANCON,25,56,,LX,65,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,1111
2,29/03/2024,Vente,"1499000,00",264,,RUE,1620,DE DOLE,25000,BESANCON,25,56,,LX,65,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,1111
2,29/03/2024,Vente,"1499000,00",,,,B201,A LA PETITE SOYE,25000,BESANCON,25,56,,LX,116,,,,,,,,,,,,0,,,,,,VE,,1565
2,29/03/2024,Vente,"1499000,00",,,,B201,A LA PETITE SOYE,25000,BESANCON,25,56,,LX,117,,,,,,,,,,,,0,,,,,,VE,,10
2,29/03/2024,Vente,"1499000,00",,,,B201,A LA PETITE SOYE,25000,BESANCON,25,56,,LX,118,,,,,,,,,,,,0,,,,,,VE,,1127
2,29/03/2024,Vente,"1499000,00",260,,RUE,1620,DE DOLE,25000,BESANCON,25,56,,LX,125,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,,755,0,S,,3594
1,29/03/2024,Vente,"170000,00",6,,RUE,2740,ISENBART,25000,BESANCON,25,56,,CW,325,,,,,,,,,,,,0,1,Maison,,130,5,S,,368
1,2/4/24,Vente,"50000,00",21,,BD,3065,LEON BLUM,25000,BESANCON,25,56,,BK,246,,,,,,,,,,,,0,,,,,,AB,,868
1,30/03/2024,Vente,"98000,00",30,,CHE,4900,DES TILLEROYES,25000,BESANCON,25,56,,MY,58,,403,,,,,,,,,,1,3,Dépendance,,0,0,,,
1,30/03/2024,Vente,"98000,00",30,,CHE,4900,DES TILLEROYES,25000,BESANCON,25,56,,MY,58,,309,"28,78",,,,,,,,,1,2,Appartement,,29,1,,,
1,17/04/2024,Vente,"209500,00",21,D,RUE,2860,JEAN WYRSCH,25000,BESANCON,25,56,,BK,163,,38,"79,70",,,,,,,,,1,2,Appartement,,79,4,,,
1,17/04/2024,Vente,"209500,00",21,D,RUE,2860,JEAN WYRSCH,25000,BESANCON,25,56,,BK,163,,24,,,,,,,,,,1,3,Dépendance,,0,0,,,
1,18/04/2024,Vente,"85000,00",3,,RUE,1613,DU DOCTEUR MOURAS,25000,BESANCON,25,56,,EH,6,,152,,,,,,,,,,1,3,Dépendance,,0,0,,,
1,18/04/2024,Vente,"85000,00",1,,RUE,1613,DU DOCTEUR MOURAS,25000,BESANCON,25,56,,EH,6,,113,,168,"31,68",,,,,,,2,2,Appartement,,31,2,,,
1,18/04/2024,Vente,"85000,00",1,,RUE,1613,DU DOCTEUR MOURAS,25000,BESANCON,25,56,,EH,6,,113,,168,"31,68",,,,,,,2,3,Dépendance,,0,0,,,
1,11/4/24,Vente,"12500,00",75,,RUE,2040,DE FONTAINE ECU,25000,BESANCON,25,56,,HR,8,,854,,,,,,,,,,1,3,Dépendance,,0,0,,,
1,29/03/2024,Vente,"328140,00",15,,CHE,350,DE LA BAUME,25000,BESANCON,25,56,,HS,17,,24,,,,,,,,,,1,3,Dépendance,,0,0,,,
1,29/03/2024,Vente,"328140,00",15,,CHE,350,DE LA BAUME,25000,BESANCON,25,56,,HS,17,,111,"135,43",,,,,,,,,1,2,Appartement,,130,5,,,
1,28/03/2024,Vente,"60000,00",1,,RUE,50,ALBERT METIN,25000,BESANCON,25,56,,HX,189,,34,"32,21",5,,,,,,,,2,2,Appartement,,32,1,,,
1,28/03/2024,Vente,"60000,00",1,,RUE,50,ALBERT METIN,25000,BESANCON,25,56,,HX,189,,59,,,,,,,,,,1,3,Dépendance,,0,0,,,
1,28/03/2024,Vente,"60000,00",1,,RUE,50,ALBERT METIN,25000,BESANCON,25,56,,HX,189,,34,"32,21",5,,,,,,,,2,3,Dépendance,,0,0,,,
1,27/03/2024,Vente,"58000,00",9,E,RUE,4370,DU REFUGE,25000,BESANCON,25,56,,BN,254,,20,,,,,,,,,,1,3,Dépendance,,0,0,,,
1,27/03/2024,Vente,"58000,00",9,E,RUE,4370,DU REFUGE,25000,BESANCON,25,56,,BN,254,,32,"30,09",33,,,,,,,,2,2,Appartement,,30,2,,,
1,28/03/2024,Vente,"182000,00",,,CHE,4070,DE PLAINECHAUX,25000,BESANCON,25,56,,IW,18,,,,,,,,,,,,0,,,,,,L,,4119
1,28/03/2024,Vente,"182000,00",47,,CHE,4070,DE PLAINECHAUX,25000,BESANCON,25,56,,IW,19,,,,,,,,,,,,0,1,Maison,,72,3,S,,100
1,28/03/2024,Vente,"182000,00",47,,CHE,4070,DE PLAINECHAUX,25000,BESANCON,25,56,,IW,19,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,100
1,5/4/24,Vente,"1225,00",81,,RUE,390,DE BELFORT,25000,BESANCON,25,56,,BP,178,,20,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,195,0,,,
1,4/4/24,Vente,"69000,00",8,,RUE,2510,DES GRANGES,25000,BESANCON,25,56,,AD,69,,14,,,,,,,,,,1,2,Appartement,,21,2,,,
1,5/4/24,Vente,"10000,00",8,,RUE,4240,DE LA PREVOYANCE,25000,BESANCON,25,56,,HW,85,,11,,,,,,,,,,1,3,Dépendance,,0,0,,,
1,11/4/24,Vente,"258800,00",136,F,RUE,390,DE BELFORT,25000,BESANCON,25,56,,CK,344,,,,,,,,,,,,0,,,,,,S,,222
1,2/4/24,Vente,"4600000,00",7,,CHE,3260,DE LA MALCOMBE,25000,BESANCON,25,56,,ER,234,,,,,,,,,,,,0,,,,,,S,,3138
1,2/4/24,Vente,"4600000,00",3,,CHE,3260,DE LA MALCOMBE,25000,BESANCON,25,56,,ER,236,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,,9997,0,S,,20936
1,2/4/24,Vente,"4600000,00",3,,CHE,3260,DE LA MALCOMBE,25000,BESANCON,25,56,,ER,236,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,,1025,0,S,,20936
1,2/4/24,Vente,"4600000,00",3,,CHE,3260,DE LA MALCOMBE,25000,BESANCON,25,56,,ER,236,,,,,,,,,,,,0,1,Maison,,101,3,S,,20936
1,2/4/24,Vente,"4600000,00",3,,CHE,3260,DE LA MALCOMBE,25000,BESANCON,25,56,,ER,239,,,,,,,,,,,,0,1,Maison,,107,4,S,,11730
1,19/04/2024,Vente,"95000,00",10,,RUE,1240,CLAUDE DEBUSSY,25000,BESANCON,25,56,,BR,399,,24,,80,"65,13",,,,,,,2,3,Dépendance,,0,0,,,
1,19/04/2024,Vente,"95000,00",10,,RUE,1240,CLAUDE DEBUSSY,25000,BESANCON,25,56,,BR,399,,24,,80,"65,13",,,,,,,2,3,Dépendance,,0,0,,,
1,19/04/2024,Vente,"95000,00",10,,RUE,1240,CLAUDE DEBUSSY,25000,BESANCON,25,56,,BR,399,,24,,80,"65,13",,,,,,,2,2,Appartement,,62,4,,,
1,17/04/2024,Vente,"139600,00",56,,RUE,1470,DES CRAS,25000,BESANCON,25,56,,BP,68,,28,,34,"91,16",,,,,,,2,2,Appartement,,91,4,,,
1,17/04/2024,Vente,"139600,00",56,,RUE,1470,DES CRAS,25000,BESANCON,25,56,,BP,68,,28,,34,"91,16",,,,,,,2,3,Dépendance,,0,0,,,
1,17/04/2024,Vente en l'état futur d'achèvement,"6000,00",16,,RUE,165,ANDREY,25000,BESANCON,25,56,,BM,124,,2015,,,,,,,,,,1,,,,,,,,
1,17/04/2024,Vente en l'état futur d'achèvement,"6000,00",16,,RUE,165,ANDREY,25000,BESANCON,25,56,,BM,124,,2033,,,,,,,,,,1,,,,,,,,
1,17/04/2024,Vente,"9500,00",27,,RUE,5190,VICTOR GRIGNARD,25000,BESANCON,25,56,,BR,170,,317,,,,,,,,,,1,3,Dépendance,,0,0,,,
1,28/03/2024,Vente,"1750000,00",8,,RUE,425,BERTHELOT,25000,BESANCON,25,56,,EX,188,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,,0,0,S,,3117
1,28/03/2024,Vente,"1750000,00",8,,RUE,425,BERTHELOT,25000,BESANCON,25,56,,EX,188,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,,860,0,S,,3117
1,8/4/24,Vente,"84000,00",134,B,RUE,390,DE BELFORT,25000,BESANCON,25,56,,CK,4,,482,,492,"57,12",,,,,,,2,2,Appartement,,64,3,,,
1,8/4/24,Vente,"84000,00",134,B,RUE,390,DE BELFORT,25000,BESANCON,25,56,,CK,4,,713,,,,,,,,,,1,3,Dépendance,,0,0,,,
1,8/4/24,Vente,"84000,00",134,B,RUE,390,DE BELFORT,25000,BESANCON,25,56,,CK,4,,482,,492,"57,12",,,,,,,2,3,Dépendance,,0,0,,,
1,9/4/24,Vente,"172000,00",1,,RUE,4025,PIERRE JOSEPH BRIOT,25000,BESANCON,25,56,,BV,520,,5,,6,,,,,,,,2,2,Appartement,,84,3,,,
1,9/4/24,Vente,"172000,00",1,,RUE,4025,PIERRE JOSEPH BRIOT,25000,BESANCON,25,56,,BV,520,,4,,,,,,,,,,1,3,Dépendance,,0,0,,,
1,4/4/24,Vente,"96050,00",1,,RUE,710,DE LA CASSOTTE,25000,BESANCON,25,56,,CV,540,,12,"40,23",45,,70,,,,,,3,3,Dépendance,,0,0,,,
1,4/4/24,Vente,"96050,00",1,,RUE,710,DE LA CASSOTTE,25000,BESANCON,25,56,,CV,540,,12,"40,23",45,,70,,,,,,3,3,Dépendance,,0,0,,,
1,4/4/24,Vente,"96050,00",1,,RUE,710,DE LA CASSOTTE,25000,BESANCON,25,56,,CV,540,,12,"40,23",45,,70,,,,,,3,2,Appartement,,40,1,,,
1,9/4/24,Vente,"215000,00",10,,RUE,4330,RADIEUSE,25000,BESANCON,25,56,,DS,133,,,,,,,,,,,,0,1,Maison,,89,5,S,,517
