No disposition,Date mutation,Nature mutation,Valeur fonciere,No voie,B/T/Q,Type de voie,Code voie,Voie,Code postal,Commune,Code departement,Code commune,Prefixe de section,Section,No plan,No Volume,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,3eme lot,Surface Carrez du 3eme lot,4eme lot,Surface Carrez du 4eme lot,5eme lot,Surface Carrez du 5eme lot,Nombre de lots,Code type local,Type local,Identifiant local,Surface reelle bati,Nombre pieces principales,Nature culture,Nature culture speciale,Surface terrain
1,16/02/2024,Vente,"246700,00",17,,RUE,2757,DES JARDINS DE CYTHERE,25000,BESANCON,25,56,,OY,308,,206,,,,,,,,,,1,3,Dépendance,,0,0,,,
1,16/02/2024,Vente,"246700,00",17,,RUE,2757,DES JARDINS DE CYTHERE,25000,BESANCON,25,56,,OY,308,,108,,,,,,,,,,1,3,Dépendance,,0,0,,,
1,16/02/2024,Vente,"246700,00",17,,RUE,2757,DES JARDINS DE CYTHERE,25000,BESANCON,25,56,,OY,308,,105,,111,"82,80",,,,,,,2,2,Appartement,,90,4,,,
1,17/02/2024,Vente,"130000,00",28,,RUE,4210,DE LA PREFECTURE,25000,BESANCON,25,56,,AS,24,,1074,,,,,,,,,,1,3,Dépendance,,0,0,,,
1,17/02/2024,Vente,"130000,00",28,,RUE,4210,DE LA PREFECTURE,25000,BESANCON,25,56,,AS,24,,1044,"59,25",,,,,,,,,1,2,Appartement,,68,3,,,
1,17/02/2024,Vente,"130000,00",28,,RUE,4210,DE LA PREFECTURE,25000,BESANCON,25,56,,AS,24,,1012,,,,,,,,,,1,3,Dépendance,,0,0,,,
1,1/3/24,Vente,"119382,00",20,D,RUE,2040,DE FONTAINE ECU,25000,BESANCON,25,56,,HV,116,,134,,234,,34,"64,53",,,,,3,2,Appartement,,64,4,,,
1,1/3/24,Vente,"119382,00",20,D,RUE,2040,DE FONTAINE ECU,25000,BESANCON,25,56,,HV,116,,134,,234,,34,"64,53",,,,,3,3,Dépendance,,0,0,,,
1,1/3/24,Vente,"119382,00",20,D,RUE,2040,DE FONTAINE ECU,25000,BESANCON,25,56,,HV,116,,134,,234,,34,"64,53",,,,,3,3,Dépendance,,0,0,,,
1,15/02/2024,Vente,"20000,00",5,,PL,1914,DE L EUROPE,25000,BESANCON,25,56,,EP,95,,209,"31,33",,,,,,,,,1,2,Appartement,,33,1,,,
1,16/02/2024,Vente,"1,00",142,B,RUE,390,DE BELFORT,25000,BESANCON,25,56,,CK,352,,,,,,,,,,,,0,,,,,,S,,111
1,26/02/2024,Vente en l'état futur d'achèvement,"205697,00",2,,RUE,3930,DE LA PELOUSE,25000,BESANCON,25,56,,DY,218,,72,,,,,,,,,,1,,,,,,,,
1,26/02/2024,Vente en l'état futur d'achèvement,"205697,00",2,,RUE,3930,DE LA PELOUSE,25000,BESANCON,25,56,,DY,218,,82,,,,,,,,,,1,,,,,,,,
1,16/02/2024,Vente,"272300,00",136,G,RUE,390,DE BELFORT,25000,BESANCON,25,56,,CK,343,,,,,,,,,,,,0,,,,,,S,,196
1,19/02/2024,Vente,"120000,00",4,A,RUE,4600,DU ROUSSILLON,25000,BESANCON,25,56,,DX,3,,25,,57,,,,,,,,2,2,Appartement,,64,4,,,
1,19/02/2024,Vente,"120000,00",1,A,RUE,5380,XAVIER MARMIER,25000,BESANCON,25,56,,DX,3,,199,,,,,,,,,,1,3,Dépendance,,0,0,,,
1,19/02/2024,Vente,"120000,00",4,A,RUE,4600,DU ROUSSILLON,25000,BESANCON,25,56,,DX,3,,25,,57,,,,,,,,2,3,Dépendance,,0,0,,,
1,23/02/2024,Vente,"70000,00",17,,RUE,420,BERSOT,25000,BESANCON,25,56,,AC,191,,5,,,,,,,,,,1,2,Appartement,,24,1,,,
1,23/02/2024,Vente,"201500,00",33,,GR,2440,GRANDE RUE,25000,BESANCON,25,56,,AD,141,,108,,119,,,,,,,,2,3,Dépendance,,0,0,,,
1,23/02/2024,Vente,"201500,00",33,,GR,2440,GRANDE RUE,25000,BESANCON,25,56,,AD,141,,108,,119,,,,,,,,2,2,Appartement,,77,2,,,
1,27/02/2024,Vente,"164100,00",12,,RUE,3095,LEON TIRODE,25000,BESANCON,25,56,,OY,384,,81,,,,,,,,,,1,3,Dépendance,,0,0,,,
1,27/02/2024,Vente,"164100,00",12,,RUE,3095,LEON TIRODE,25000,BESANCON,25,56,,OY,384,,39,,,,,,,,,,1,3,Dépendance,,0,0,,,
1,27/02/2024,Vente,"164100,00",12,,RUE,3095,LEON TIRODE,25000,BESANCON,25,56,,OY,384,,58,,,,,,,,,,1,2,Appartement,,66,3,,,
1,16/02/2024,Vente,"3500,00",136,C,RUE,390,DE BELFORT,25000,BESANCON,25,56,,CK,342,,9,,,,,,,,,,1,3,Dépendance,,0,0,,,
1,13/02/2024,Vente,"175150,00",6,B,CHE,4340,DES RAGOTS,25000,BESANCON,25,56,,CY,221,,10,,33,,,,,,,,2,2,Appartement,,46,2,,,
1,13/02/2024,Vente,"175150,00",6,B,CHE,4340,DES RAGOTS,25000,BESANCON,25,56,,CY,221,,10,,33,,,,,,,,2,3,Dépendance,,0,0,,,
1,13/02/2024,Vente,"175150,00",6,B,CHE,4340,DES RAGOTS,25000,BESANCON,25,56,,CY,221,,20,,,,,,,,,,1,3,Dépendance,,0,0,,,
1,12/2/24,Vente,"67500,00",43,,CHE,3480,DES MONTARMOTS,25000,BESANCON,25,56,,OY,141,,140,,,,,,,,,,1,2,Appartement,,33,2,,,
1,12/2/24,Vente,"62000,00",95,,RUE,5160,DE VESOUL,25000,BESANCON,25,56,,HT,14,,111,,127,"58,87",,,,,,,2,2,Appartement,,62,3,,,
1,12/2/24,Vente,"62000,00",95,,RUE,5160,DE VESOUL,25000,BESANCON,25,56,,HT,14,,111,,127,"58,87",,,,,,,2,3,Dépendance,,0,0,,,
1,22/02/2024,Vente,"113500,00",4,,RUE,250,AUGUSTE LEBEUF,25000,BESANCON,25,56,,CK,22,,107,,83,,95,,,,,,3,2,Appartement,,62,3,,,
1,22/02/2024,Vente,"113500,00",4,,RUE,250,AUGUSTE LEBEUF,25000,BESANCON,25,56,,CK,22,,107,,83,,95,,,,,,3,3,Dépendance,,0,0,,,
1,22/02/2024,Vente,"113500,00",8,,RUE,250,AUGUSTE LEBEUF,25000,BESANCON,25,56,,CK,22,,163,,,,,,,,,,1,3,Dépendance,,0,0,,,
1,22/02/2024,Vente,"113500,00",4,,RUE,250,AUGUSTE LEBEUF,25000,BESANCON,25,56,,CK,22,,107,,83,,95,,,,,,3,3,Dépendance,,0,0,,,
1,15/02/2024,Vente,"319300,00",4,,RUE,4100,POCHET,25000,BESANCON,25,56,,IK,399,,10,,,,,,,,,,1,3,Dépendance,,0,0,,,
1,15/02/2024,Vente,"319300,00",4,B,RUE,4100,POCHET,25000,BESANCON,25,56,,IK,400,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,185
1,15/02/2024,Vente,"319300,00",4,B,RUE,4100,POCHET,25000,BESANCON,25,56,,IK,400,,,,,,,,,,,,0,1,Maison,,60,4,S,,185
1,16/02/2024,Vente,"6000,00",20,B,RUE,1028,CHARLES EDOUARD GUILLAUME,25000,BESANCON,25,56,,MW,468,,66,,,,,,,,,,1,3,Dépendance,,0,0,,,
1,9/2/24,Vente,"88000,00",1,,BD,3065,LEON BLUM,25000,BESANCON,25,56,,BK,178,,12,"62,68",15,,,,,,,,2,3,Dépendance,,0,0,,,
1,9/2/24,Vente,"88000,00",1,,BD,3065,LEON BLUM,25000,BESANCON,25,56,,BK,178,,12,"62,68",15,,,,,,,,2,2,Appartement,,55,4,,,
1,16/02/2024,Vente,"155000,00",16,,RUE,50,ALBERT METIN,25000,BESANCON,25,56,,HX,106,,4,,55,,,,,,,,2,3,Dépendance,,0,0,,,
1,16/02/2024,Vente,"155000,00",16,,RUE,50,ALBERT METIN,25000,BESANCON,25,56,,HX,106,,4,,55,,,,,,,,2,2,Appartement,,77,5,,,
1,16/02/2024,Vente,"155000,00",16,,RUE,50,ALBERT METIN,25000,BESANCON,25,56,,HX,106,,358,,,,,,,,,,1,3,Dépendance,,0,0,,,
1,16/02/2024,Vente,"155000,00",16,,RUE,50,ALBERT METIN,25000,BESANCON,25,56,,HX,106,,4,,55,,,,,,,,2,3,Dépendance,,0,0,,,
1,16/02/2024,Vente,"22000,00",23,,RUE,3580,DE LA MOUILLERE,25000,BESANCON,25,56,,CW,153,,13,,,,,,,,,,1,3,Dépendance,,0,0,,,
1,22/02/2024,Vente,"215000,00",25,,RUE,4580,DES ROSES,25000,BESANCON,25,56,,BX,120,,,,,,,,,,,,0,1,Maison,,90,4,S,,782
1,29/02/2024,Vente,"97300,00",,,RUE,410,DE LA BERGERE,25000,BESANCON,25,56,,DY,184,,,,,,,,,,,,0,,,,,,P,,700
1,28/02/2024,Vente,"5500,00",110,,GR,2440,GRANDE RUE,25000,BESANCON,25,56,,AN,10,,39,,,,,,,,,,1,3,Dépendance,,0,0,,,
1,29/02/2024,Vente,"30705,00",16,,RUE,410,DE LA BERGERE,25000,BESANCON,25,56,,DY,302,,,,,,,,,,,,0,,,,,,BT,,445
1,27/02/2024,Vente,"115000,00",4,C,RUE,4765,DES SOURCES,25000,BESANCON,25,56,,CT,302,,120,,139,"49,75",,,,,,,2,2,Appartement,,50,2,,,
1,27/02/2024,Vente,"115000,00",4,C,RUE,4765,DES SOURCES,25000,BESANCON,25,56,,CT,302,,120,,139,"49,75",,,,,,,2,3,Dépendance,,0,0,,,
1,16/02/2024,Vente,"1,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,215,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,12,0,,,
1,16/02/2024,Vente,"1,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,214,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,12,0,,,
1,16/02/2024,Vente,"1,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,213,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,12,0,,,
1,16/02/2024,Vente,"1,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,212,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,12,0,,,
1,16/02/2024,Vente,"1,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,211,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,12,0,,,
1,16/02/2024,Vente,"1,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,220,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,12,0,,,
1,16/02/2024,Vente,"1,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,219,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,12,0,,,
1,16/02/2024,Vente,"1,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,218,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,12,0,,,
1,16/02/2024,Vente,"1,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,217,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,12,0,,,
1,16/02/2024,Vente,"1,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,210,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,12,0,,,
1,16/02/2024,Vente,"1,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,209,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,12,0,,,
1,16/02/2024,Vente,"1,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,208,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,12,0,,,
1,16/02/2024,Vente,"1,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,216,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,12,0,,,
1,16/02/2024,Vente,"1900000,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,131,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,13,0,,,
1,16/02/2024,Vente,"1900000,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,146,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,14,0,,,
1,16/02/2024,Vente,"1900000,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,147,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,14,0,,,
1,16/02/2024,Vente,"1900000,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,117,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,13,0,,,
1,16/02/2024,Vente,"1900000,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,150,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,14,0,,,
1,16/02/2024,Vente,"1900000,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,197,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,12,0,,,
1,16/02/2024,Vente,"1900000,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,198,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,12,0,,,
1,16/02/2024,Vente,"1900000,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,199,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,12,0,,,
1,16/02/2024,Vente,"1900000,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,200,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,12,0,,,
1,16/02/2024,Vente,"1900000,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,16,"147,07",,,,,,,,,1,4,Local industriel. commercial ou assimilé,,1077,0,,,
1,16/02/2024,Vente,"1900000,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,151,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,14,0,,,
1,16/02/2024,Vente,"1900000,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,158,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,12,0,,,
1,16/02/2024,Vente,"1900000,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,171,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,12,0,,,
1,16/02/2024,Vente,"1900000,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,172,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,12,0,,,
1,16/02/2024,Vente,"1900000,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,173,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,12,0,,,
1,16/02/2024,Vente,"1900000,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,174,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,12,0,,,
1,16/02/2024,Vente,"1900000,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,118,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,13,0,,,
1,16/02/2024,Vente,"1900000,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,175,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,12,0,,,
1,16/02/2024,Vente,"1900000,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,144,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,14,0,,,
1,16/02/2024,Vente,"1900000,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,134,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,13,0,,,
1,16/02/2024,Vente,"1900000,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,119,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,13,0,,,
1,16/02/2024,Vente,"1900000,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,120,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,13,0,,,
1,16/02/2024,Vente,"1900000,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,129,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,13,0,,,
1,16/02/2024,Vente,"1900000,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,130,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,13,0,,,
1,16/02/2024,Vente,"1900000,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,133,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,13,0,,,
1,16/02/2024,Vente,"1900000,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,132,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,13,0,,,
1,16/02/2024,Vente,"1900000,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,145,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,14,0,,,
1,16/02/2024,Vente,"1900000,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,112,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,13,0,,,
1,16/02/2024,Vente,"1900000,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,106,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,13,0,,,
1,16/02/2024,Vente,"1900000,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,114,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,13,0,,,
1,16/02/2024,Vente,"1900000,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,113,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,13,0,,,
1,16/02/2024,Vente,"1900000,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,111,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,13,0,,,
1,16/02/2024,Vente,"1900000,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,110,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,13,0,,,
1,16/02/2024,Vente,"1900000,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,115,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,13,0,,,
1,16/02/2024,Vente,"1900000,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,28,"833,04",4,"72,94",6,"773,18",7,"124,62",8,"184,92",6,4,Local industriel. commercial ou assimilé,,5432,0,,,
1,16/02/2024,Vente,"1900000,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,107,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,13,0,,,
1,16/02/2024,Vente,"1900000,00",1,,RUE,245,AUGUSTE JOUCHOUX,25000,BESANCON,25,56,,EX,64,,116,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,,13,0,,,
1,15/02/2024,Vente,"150000,00",1,,RUE,2300,DU GENERAL LECOURBE,25000,BESANCON,25,56,,AP,8,,14,"84,57",28,,8,,,,,,3,2,Appartement,,98,4,,,
1,15/02/2024,Vente,"150000,00",1,,RUE,2300,DU GENERAL LECOURBE,25000,BESANCON,25,56,,AP,8,,14,"84,57",28,,8,,,,,,3,3,Dépendance,,0,0,,,
1,15/02/2024,Vente,"150000,00",1,,RUE,2300,DU GENERAL LECOURBE,25000,BESANCON,25,56,,AP,8,,14,"84,57",28,,8,,,,,,3,3,Dépendance,,0,0,,,
1,15/02/2024,Vente,"150000,00",1,,RUE,2300,DU GENERAL LECOURBE,25000,BESANCON,25,56,,AP,8,,14,"84,57",28,,8,,,,,,3,3,Dépendance,,0,0,,,
1,14/02/2024,Vente,"125400,00",77,,RUE,2040,DE FONTAINE ECU,25000,BESANCON,25,56,,HR,8,,173,"66,19",174,,,,,,,,2,3,Dépendance,,0,0,,,
1,14/02/2024,Vente,"125400,00",77,,RUE,2040,DE FONTAINE ECU,25000,BESANCON,25,56,,HR,8,,173,"66,19",174,,,,,,,,2,2,Appartement,,65,4,,,
1,20/02/2024,Vente,"85000,00",64,,FG,4490,RIVOTTE,25000,BESANCON,25,56,,DI,38,,9,"48,22",,,,,,,,,1,2,Appartement,,27,1,,,
1,20/02/2024,Vente,"85000,00",64,,FG,4490,RIVOTTE,25000,BESANCON,25,56,,DI,38,,1,"48,22",,,,,,,,,1,2,Appartement,,56,2,,,
1,20/02/2024,Vente,"85000,00",64,,FG,4490,RIVOTTE,25000,BESANCON,25,56,,DI,38,,2,"48,22",3,,,,,,,,2,2,Appartement,,45,1,,,
1,27/02/2024,Vente,"134740,00",19,,CHE,350,DE LA BAUME,25000,BESANCON,25,56,,HS,309,,53,,71,"50,41",72,,73,,,,4,2,Appartement,,49,2,,,
1,27/02/2024,Vente,"134740,00",19,,CHE,350,DE LA BAUME,25000,BESANCON,25,56,,HS,309,,53,,71,"50,41",72,,73,,,,4,3,Dépendance,,0,0,,,
1,27/02/2024,Vente,"134740,00",19,,CHE,350,DE LA BAUME,25000,BESANCON,25,56,,HS,309,,163,,,,,,,,,,1,3,Dépendance,,0,0,,,
1,27/02/2024,Vente,"134740,00",19,,CHE,350,DE LA BAUME,25000,BESANCON,25,56,,HS,309,,27,,,,,,,,,,1,3,Dépendance,,0,0,,,
1,7/3/24,Vente,"462250,00",2,C,RUE,2740,ISENBART,25000,BESANCON,25,56,,CW,69,,230,,249,"113,74",,,,,,,2,3,Dépendance,,0,0,,,
1,7/3/24,Vente,"462250,00",2,C,RUE,2740,ISENBART,25000,BESANCON,25,56,,CW,69,,230,,249,"113,74",,,,,,,2,2,Appartement,,121,4,,,
1,7/3/24,Vente,"462250,00",1,B,AV,1534,DENFERT ROCHEREAU,25000,BESANCON,25,56,,CW,69,,463,,,,,,,,,,1,3,Dépendance,,0,0,,,
1,7/3/24,Vente,"462250,00",1,B,AV,1534,DENFERT ROCHEREAU,25000,BESANCON,25,56,,CW,69,,462,,,,,,,,,,1,3,Dépendance,,0,0,,,
1,8/3/24,Vente,"141200,00",10,,RUE,2600,GUSTAVE COURBET,25000,BESANCON,25,56,,AE,57,,3,"78,12",50,,,,,,,,2,2,Appartement,,54,2,,,
1,8/3/24,Vente,"141200,00",10,,RUE,2600,GUSTAVE COURBET,25000,BESANCON,25,56,,AE,57,,3,"78,12",50,,,,,,,,2,3,Dépendance,,0,0,,,
1,28/02/2024,Vente,"160000,00",14,,RUE,640,DU CAPORAL PEUGEOT,25000,BESANCON,25,56,,DY,261,,,,,,,,,,,,0,3,Dépendance,,0,0,S,,358
1,28/02/2024,Vente,"160000,00",14,,RUE,640,DU CAPORAL PEUGEOT,25000,BESANCON,25,56,,DY,261,,,,,,,,,,,,0,1,Maison,,68,4,S,,358
1,29/02/2024,Vente,"1845,00",,,,B265,SOUS LES MONTBOUCONS,25000,BESANCON,25,56,,NT,520,,,,,,,,,,,,0,,,,,,T,,41
1,20/02/2024,Vente,"45000,00",76,,RUE,820,DE CHALEZEULE,25000,BESANCON,25,56,,CN,103,,41,"63,55",42,,,,,,,,2,2,Appartement,,61,4,,,
1,20/02/2024,Vente,"45000,00",76,,RUE,820,DE CHALEZEULE,25000,BESANCON,25,56,,CN,103,,41,"63,55",42,,,,,,,,2,3,Dépendance,,0,0,,,
1,20/02/2024,Vente,"45000,00",76,,RUE,820,DE CHALEZEULE,25000,BESANCON,25,56,,CN,103,,41,"63,55",42,,,,,,,,2,3,Dépendance,,0,0,,,
2,29/02/2024,Vente,"23800,00",2,A,RUE,4510,ROBERT DEMANGEL,25000,BESANCON,25,56,,HX,434,,,,,,,,,,,,0,,,,,,S,,476
1,6/3/24,Vente,"84600,00",14,,RUE,4440,RESAL,25000,BESANCON,25,56,,BP,309,,125,"23,53",,,,,,,,,1,2,Appartement,,23,1,,,
1,6/3/24,Vente,"84600,00",14,,RUE,4440,RESAL,25000,BESANCON,25,56,,BP,309,,125,"23,53",,,,,,,,,1,3,Dépendance,,0,0,,,
1,6/3/24,Vente,"84600,00",14,,RUE,4440,RESAL,25000,BESANCON,25,56,,BP,309,,30,,,,,,,,,,1,3,Dépendance,,0,0,,,
2,29/02/2024,Vente,"11700,00",1,,ALL,4016,PIERRE DE COUBERTIN,25000,BESANCON,25,56,,HP,255,,,,,,,,,,,,0,,,,,,S,,234
1,26/02/2024,Vente,"19000,00",60,B,RUE,5160,DE VESOUL,25000,BESANCON,25,56,,BK,116,,112,"15,00",,,,,,,,,1,3,Dépendance,,0,0,,,
1,26/02/2024,Vente,"52550,00",20,,AV,5020,DE LA VAITE,25000,BESANCON,25,56,,CL,269,,18,"17,06",,,,,,,,,1,2,Appartement,,21,1,,,
1,20/02/2024,Vente,"110400,00",11,,RUE,3350,DES MARTELOTS,25000,BESANCON,25,56,,AL,75,,14,,15,,4,"32,45",9,,,,4,2,Appartement,,52,2,,,
1,1/3/24,Vente,"63000,00",16,,RUE,1750,DE L EGLISE,25000,BESANCON,25,56,,CL,323,,3,,,,,,,,,,1,3,Dépendance,,0,0,,,
1,1/3/24,Vente,"63000,00",16,,RUE,1750,DE L EGLISE,25000,BESANCON,25,56,,CL,323,,7,"49,98",,,,,,,,,1,2,Appartement,,49,2,,,
1,27/02/2024,Vente en l'état futur d'achèvement,"6000,00",16,,RUE,165,ANDREY,25000,BESANCON,25,56,,BM,124,,2021,,,,,,,,,,1,,,,,,,,
1,26/02/2024,Vente en l'état futur d'achèvement,"12500,00",16,,RUE,165,ANDREY,25000,BESANCON,25,56,,BM,124,,2079,,,,,,,,,,1,,,,,,,,
1,27/02/2024,Vente en l'état futur d'achèvement,"15000,00",16,,RUE,165,ANDREY,25000,BESANCON,25,56,,BM,124,,2063,,,,,,,,,,1,,,,,,,,
1,27/02/2024,Vente en l'état futur d'achèvement,"12500,00",16,,RUE,165,ANDREY,25000,BESANCON,25,56,,BM,124,,2102,,,,,,,,,,1,,,,,,,,
1,4/3/24,Vente,"111000,00",55,,RUE,1470,DES CRAS,25000,BESANCON,25,56,,BS,96,,5,,,,,,,,,,1,3,Dépendance,,0,0,,,
1,4/3/24,Vente,"111000,00",57,A,RUE,1470,DES CRAS,25000,BESANCON,25,56,,BS,234,,12,,7,,,,,,,,2,3,Dépendance,,0,0,,,
1,4/3/24,Vente,"111000,00",57,A,RUE,1470,DES CRAS,25000,BESANCON,25,56,,BS,234,,12,,7,,,,,,,,2,2,Appartement,,65,4,,,
1,26/02/2024,Vente en l'état futur d'achèvement,"12500,00",16,,RUE,165,ANDREY,25000,BESANCON,25,56,,BM,124,,2074,,,,,,,,,,1,,,,,,,,
