Valeur fonciere,1er lot,Surface Carrez du 1er lot,2eme lot,Surface Carrez du 2eme lot,Nombre de lots,Code type local,Type local,Surface reelle bati,Nombre pieces principales,Nature culture,Surface terrain
"86000,00",235.0,"50,80",236.0,,3,3.0,Dépendance,0.0,0.0,,
"288153,20",,,,,0,4.0,Local industriel. commercial ou assimilé,220.0,0.0,S,498.0
"288153,20",,,,,0,,,,,S,198.0
"109300,00",72.0,"54,58",73.0,,2,2.0,Appartement,54.0,3.0,,
"109300,00",200.0,,,,1,3.0,Dépendance,0.0,0.0,,
"109300,00",72.0,"54,58",73.0,,2,3.0,Dépendance,0.0,0.0,,
"121000,00",10.0,,,,1,3.0,Dépendance,0.0,0.0,,
"121000,00",1.0,,7.0,"52,25",2,3.0,Dépendance,0.0,0.0,,
"121000,00",1.0,,7.0,"52,25",2,2.0,Appartement,56.0,3.0,,
"101000,00",21.0,"39,56",4.0,,3,2.0,Appartement,40.0,2.0,,
"101000,00",21.0,"39,56",4.0,,3,3.0,Dépendance,0.0,0.0,,
"101000,00",100.0,,,,1,3.0,Dépendance,0.0,0.0,,
"101000,00",28.0,,,,1,3.0,Dépendance,0.0,0.0,,
"153000,00",11.0,,,,1,3.0,Dépendance,0.0,0.0,,
"153000,00",3.0,,6.0,"65,17",2,3.0,Dépendance,0.0,0.0,,
"153000,00",3.0,,6.0,"65,17",2,2.0,Appartement,60.0,2.0,,
"90750,00",3.0,"38,03",,,1,2.0,Appartement,44.0,2.0,,
"230865,00",,,,,0,1.0,Maison,70.0,2.0,S,758.0
"13800,00",42.0,,,,1,3.0,Dépendance,0.0,0.0,,
"90000,00",1.0,,7.0,"32,11",2,3.0,Dépendance,0.0,0.0,,
"90000,00",32.0,,,,1,3.0,Dépendance,0.0,0.0,,
"90000,00",31.0,,,,1,3.0,Dépendance,0.0,0.0,,
"90000,00",1.0,,7.0,"32,11",2,2.0,Appartement,40.0,2.0,,
"93000,00",205.0,"67,64",206.0,,3,3.0,Dépendance,0.0,0.0,,
"93000,00",205.0,"67,64",206.0,,3,3.0,Dépendance,0.0,0.0,,
"93000,00",291.0,,,,1,3.0,Dépendance,0.0,0.0,,
"93000,00",205.0,"67,64",206.0,,3,2.0,Appartement,66.0,4.0,,
"102300,00",15.0,"40,05",30.0,,2,3.0,Dépendance,0.0,0.0,,
"102300,00",15.0,"40,05",30.0,,2,2.0,Appartement,41.0,2.0,,
"102300,00",60.0,,,,1,3.0,Dépendance,0.0,0.0,,
"25000,00",35.0,,43.0,"9,80",2,2.0,Appartement,19.0,1.0,,
"25000,00",35.0,,43.0,"9,80",2,3.0,Dépendance,0.0,0.0,,
"333750,00",,,,,0,1.0,Maison,118.0,3.0,S,394.0
"80000,00",172.0,"28,48",,,1,2.0,Appartement,29.0,2.0,,
"80000,00",117.0,,,,1,3.0,Dépendance,0.0,0.0,,
"115000,00",538.0,"83,07",539.0,,3,3.0,Dépendance,0.0,0.0,,
"115000,00",538.0,"83,07",539.0,,3,2.0,Appartement,82.0,5.0,,
"85000,00",175.0,"50,36",176.0,,3,2.0,Appartement,50.0,3.0,,
"85000,00",175.0,"50,36",176.0,,3,3.0,Dépendance,0.0,0.0,,
"85000,00",175.0,"50,36",176.0,,3,3.0,Dépendance,0.0,0.0,,
"85000,00",287.0,,,,1,3.0,Dépendance,0.0,0.0,,
"201000,00",31.0,"107,05",,,1,2.0,Appartement,113.0,5.0,,
"201000,00",23.0,,,,1,3.0,Dépendance,0.0,0.0,,
"79000,00",33.0,,84.0,,2,3.0,Dépendance,0.0,0.0,,
"79000,00",33.0,,84.0,,2,2.0,Appartement,75.0,4.0,,
"15000,00",17.0,,,,1,3.0,Dépendance,0.0,0.0,,
"63000,00",17.0,,65.0,"24,22",2,2.0,Appartement,23.0,1.0,,
"127000,00",126.0,,161.0,"47,71",2,3.0,Dépendance,0.0,0.0,,
"127000,00",126.0,,161.0,"47,71",2,2.0,Appartement,48.0,2.0,,
"127000,00",101.0,,,,1,3.0,Dépendance,0.0,0.0,,
"42000,00",115.0,,12.0,"25,19",2,3.0,Dépendance,0.0,0.0,,
"42000,00",115.0,,12.0,"25,19",2,2.0,Appartement,25.0,1.0,,
"294430,00",26.0,"107,60",27.0,"107,60",7,2.0,Appartement,129.0,4.0,,
"294430,00",83.0,,,,1,3.0,Dépendance,0.0,0.0,,
"294430,00",26.0,"107,60",27.0,"107,60",7,3.0,Dépendance,0.0,0.0,,
"500,00",13.0,"10,00",,,1,3.0,Dépendance,0.0,0.0,,
"165000,00",,,,,0,1.0,Maison,63.0,4.0,S,225.0
"6800,00",,,,,0,,,,,BT,902.0
"6800,00",,,,,0,,,,,P,4840.0
"6800,00",,,,,0,,,,,BT,927.0
"6800,00",,,,,0,,,,,P,105.0
"6800,00",,,,,0,,,,,P,105.0
"6800,00",,,,,0,,,,,L,95.0
"157400,00",37.0,,,,1,3.0,Dépendance,0.0,0.0,,
"157400,00",111.0,"99,05",97.0,,2,3.0,Dépendance,0.0,0.0,,
"157400,00",111.0,"99,05",97.0,,2,2.0,Appartement,99.0,5.0,,
"254160,00",15.0,,22.0,,4,3.0,Dépendance,0.0,0.0,,
"254160,00",15.0,,22.0,,4,2.0,Appartement,83.0,4.0,,
"254160,00",15.0,,22.0,,4,3.0,Dépendance,0.0,0.0,,
"76070,96",32.0,"31,96",,,1,2.0,Appartement,39.0,2.0,,
"209810,00",116.0,"75,80",,,1,2.0,Appartement,76.0,4.0,,
"209810,00",111.0,,,,1,3.0,Dépendance,0.0,0.0,,
"133820,00",117.0,,,,1,2.0,Appartement,45.0,2.0,,
"79000,00",41.0,"30,69",66.0,,2,2.0,Appartement,30.0,1.0,,
"79000,00",41.0,"30,69",66.0,,2,3.0,Dépendance,0.0,0.0,,
"79000,00",36.0,,,,1,3.0,Dépendance,0.0,0.0,,
"146900,00",68.0,,82.0,,2,3.0,Dépendance,0.0,0.0,,
"146900,00",68.0,,82.0,,2,2.0,Appartement,73.0,3.0,,
"98000,00",24.0,,57.0,,2,2.0,Appartement,59.0,3.0,,
"98000,00",24.0,,57.0,,2,3.0,Dépendance,0.0,0.0,,
"78000,00",16.0,,2.0,,2,3.0,Dépendance,0.0,0.0,,
"78000,00",16.0,,2.0,,2,2.0,Appartement,39.0,1.0,,
"100000,00",332.0,,354.0,"65,51",2,3.0,Dépendance,0.0,0.0,,
"100000,00",332.0,,354.0,"65,51",2,2.0,Appartement,67.0,4.0,,
"100000,00",648.0,,,,1,3.0,Dépendance,0.0,0.0,,
"75000,00",116.0,"65,02",4.0,,2,3.0,Dépendance,0.0,0.0,,
"75000,00",116.0,"65,02",4.0,,2,2.0,Appartement,65.0,3.0,,
"75000,00",95.0,,,,1,3.0,Dépendance,0.0,0.0,,
"75000,00",64.0,,,,1,3.0,Dépendance,0.0,0.0,,
"75000,00",116.0,"65,02",4.0,,2,3.0,Dépendance,0.0,0.0,,
"320000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,766.0
"320000,00",,,,,0,4.0,Local industriel. commercial ou assimilé,70.0,0.0,S,766.0
"320000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,766.0
"320000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,766.0
"320000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,766.0
"320000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,766.0
"320000,00",,,,,0,4.0,Local industriel. commercial ou assimilé,11.0,0.0,S,766.0
"320000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,766.0
"320000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,766.0
"320000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,766.0
"320000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,766.0
"320000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,766.0
"320000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,766.0
"320000,00",,,,,0,2.0,Appartement,44.0,4.0,S,766.0
"320000,00",,,,,0,2.0,Appartement,22.0,2.0,S,766.0
"320000,00",,,,,0,2.0,Appartement,22.0,2.0,S,766.0
"320000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,766.0
"320000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,766.0
"320000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,766.0
"320000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,766.0
"320000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,766.0
"320000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,766.0
"320000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,766.0
"139000,00",715.0,"64,90",716.0,,3,2.0,Appartement,66.0,4.0,,
"139000,00",715.0,"64,90",716.0,,3,3.0,Dépendance,0.0,0.0,,
"139000,00",715.0,"64,90",716.0,,3,3.0,Dépendance,0.0,0.0,,
"100511,00",52.0,,,,1,3.0,Dépendance,0.0,0.0,,
"100511,00",37.0,,,,1,3.0,Dépendance,0.0,0.0,,
"100511,00",25.0,"45,17",,,1,2.0,Appartement,45.0,2.0,,
"68000,00",10.0,,,,1,3.0,Dépendance,0.0,0.0,,
"68000,00",2.0,"41,42",,,1,2.0,Appartement,45.0,3.0,,
"153200,00",298.0,,,,1,3.0,Dépendance,0.0,0.0,,
"153200,00",297.0,"68,06",,,1,2.0,Appartement,68.0,3.0,,
"84500,00",10.0,"35,66",,,1,2.0,Appartement,27.0,1.0,,
"84500,00",3.0,,,,1,2.0,Appartement,33.0,1.0,,
"123300,00",3.0,,,,1,3.0,Dépendance,0.0,0.0,,
"123300,00",11.0,"48,31",,,1,2.0,Appartement,52.0,2.0,,
"253890,00",1.0,"150,03",,,1,4.0,Local industriel. commercial ou assimilé,150.0,0.0,,
"95000,00",,,,,0,2.0,Appartement,33.0,1.0,S,547.0
"95000,00",,,,,0,2.0,Appartement,48.0,1.0,S,547.0
"95000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,547.0
"95000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,547.0
"95000,00",,,,,0,2.0,Appartement,66.0,3.0,S,547.0
"95000,00",,,,,0,2.0,Appartement,86.0,4.0,S,547.0
"95000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,547.0
"95000,00",,,,,0,2.0,Appartement,66.0,3.0,S,547.0
"95000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,547.0
"95000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,547.0
"95000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,547.0
"95000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,547.0
"95000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,547.0
"95000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,547.0
"95000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,547.0
"95000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,547.0
"95000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,547.0
"98300,00",22.0,,,,1,2.0,Appartement,45.0,2.0,,
"98300,00",20.0,,,,1,3.0,Dépendance,0.0,0.0,,
"68400,00",23.0,,41.0,"26,37",2,3.0,Dépendance,0.0,0.0,,
"68400,00",23.0,,41.0,"26,37",2,2.0,Appartement,29.0,1.0,,
"108400,00",405.0,,415.0,"68,75",2,3.0,Dépendance,0.0,0.0,,
"108400,00",405.0,,415.0,"68,75",2,2.0,Appartement,78.0,4.0,,
"75000,00",44.0,,60.0,"68,59",2,3.0,Dépendance,0.0,0.0,,
"75000,00",199.0,,,,1,3.0,Dépendance,0.0,0.0,,
"75000,00",44.0,,60.0,"68,59",2,2.0,Appartement,72.0,4.0,,
"103200,00",57.0,,,,1,3.0,Dépendance,0.0,0.0,,
"103200,00",57.0,,,,1,2.0,Appartement,65.0,4.0,,
"103200,00",61.0,,,,1,2.0,Appartement,65.0,4.0,,
"103200,00",85.0,,,,1,3.0,Dépendance,0.0,0.0,,
"103200,00",61.0,,,,1,3.0,Dépendance,0.0,0.0,,
"217000,00",101.0,"87,95",85.0,,2,2.0,Appartement,89.0,4.0,,
"217000,00",101.0,"87,95",85.0,,2,3.0,Dépendance,0.0,0.0,,
"175000,00",14.0,"78,04",4.0,,2,2.0,Appartement,78.0,4.0,,
"175000,00",161.0,,,,1,3.0,Dépendance,0.0,0.0,,
"175000,00",14.0,"78,04",4.0,,2,3.0,Dépendance,0.0,0.0,,
"177500,00",30.0,,36.0,"76,66",3,3.0,Dépendance,0.0,0.0,,
"177500,00",30.0,,36.0,"76,66",3,2.0,Appartement,77.0,3.0,,
"35920,00",,,,,0,,,,,AG,641.0
"35920,00",,,,,0,,,,,AG,257.0
"79296,00",,,,,0,,,,,S,1471.0
"79296,00",,,,,0,,,,,S,30.0
"79296,00",,,,,0,,,,,S,23.0
"79296,00",,,,,0,,,,,S,93.0
"79296,00",,,,,0,,,,,S,35.0
"46500,00",26.0,"17,00",,,1,2.0,Appartement,18.0,1.0,,
"135505,00",14.0,"15,74",15.0,"39,16",5,2.0,Appartement,55.0,2.0,,
"310900,00",186.0,,,,1,3.0,Dépendance,0.0,0.0,,
"310900,00",187.0,,,,1,3.0,Dépendance,0.0,0.0,,
"310900,00",60.0,,63.0,,5,2.0,Appartement,142.0,5.0,,
"310900,00",7.0,,,,1,3.0,Dépendance,0.0,0.0,,
"310900,00",60.0,,63.0,,5,3.0,Dépendance,0.0,0.0,,
"310900,00",8.0,,,,1,3.0,Dépendance,0.0,0.0,,
"92000,00",51.0,,,,1,3.0,Dépendance,0.0,0.0,,
"92000,00",206.0,"84,73",78.0,,2,2.0,Appartement,84.0,4.0,,
"142670,00",5.0,,57.0,"75,00",2,2.0,Appartement,78.0,5.0,,
"142670,00",5.0,,57.0,"75,00",2,3.0,Dépendance,0.0,0.0,,
"142670,00",100.0,,,,1,3.0,Dépendance,0.0,0.0,,
"65050,00",83.0,"18,01",,,1,4.0,Local industriel. commercial ou assimilé,18.0,0.0,,
"107000,00",140.0,,19.0,,3,2.0,Appartement,61.0,3.0,,
"107000,00",140.0,,19.0,,3,3.0,Dépendance,0.0,0.0,,
"107000,00",140.0,,19.0,,3,3.0,Dépendance,0.0,0.0,,
"120000,00",12.0,"49,49",,,1,2.0,Appartement,54.0,2.0,,
"109000,00",28.0,"39,69",,,1,2.0,Appartement,38.0,1.0,,
"10000,00",12.0,,,,1,3.0,Dépendance,0.0,0.0,,
"132000,00",205.0,,68.0,,2,2.0,Appartement,95.0,5.0,,
"132000,00",147.0,,,,1,3.0,Dépendance,0.0,0.0,,
"132000,00",205.0,,68.0,,2,3.0,Dépendance,0.0,0.0,,
"52000,00",30.0,,,,1,3.0,Dépendance,0.0,0.0,,
"52000,00",21.0,,,,1,2.0,Appartement,17.0,1.0,,
"52000,00",32.0,,,,1,2.0,Appartement,15.0,1.0,,
"52000,00",21.0,,,,1,3.0,Dépendance,0.0,0.0,,
"107200,00",539.0,,549.0,"57,13",2,3.0,Dépendance,0.0,0.0,,
"107200,00",539.0,,549.0,"57,13",2,2.0,Appartement,67.0,3.0,,
"94960,00",33.0,"34,79",,,1,2.0,Appartement,40.0,1.0,,
"13000,00",2.0,,,,1,3.0,Dépendance,0.0,0.0,,
"103000,00",5.0,,,,1,3.0,Dépendance,0.0,0.0,,
"103000,00",53.0,,74.0,"86,31",2,2.0,Appartement,87.0,4.0,,
"103000,00",53.0,,74.0,"86,31",2,3.0,Dépendance,0.0,0.0,,
"96150,00",70.0,"39,87",,,1,2.0,Appartement,40.0,2.0,,
"120000,00",258.0,"59,88",,,1,2.0,Appartement,61.0,3.0,,
"120000,00",89.0,,,,1,3.0,Dépendance,0.0,0.0,,
"120000,00",400.0,,,,1,3.0,Dépendance,0.0,0.0,,
"170000,00",,,,,0,1.0,Maison,72.0,5.0,S,400.0
"170000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,400.0
"130000,00",202.0,"48,81",,,1,2.0,Appartement,50.0,2.0,,
"10500,00",9.0,,,,1,3.0,Dépendance,0.0,0.0,,
"131000,00",28.0,,,,1,3.0,Dépendance,0.0,0.0,,
"131000,00",48.0,,59.0,"48,48",2,2.0,Appartement,48.0,2.0,,
"131000,00",48.0,,59.0,"48,48",2,3.0,Dépendance,0.0,0.0,,
"150000,00",,,,,0,1.0,Maison,198.0,5.0,S,931.0
"150000,00",,,,,0,,,,,S,116.0
"96000,00",29.0,,65.0,"33,46",2,2.0,Appartement,33.0,2.0,,
"96000,00",29.0,,65.0,"33,46",2,3.0,Dépendance,0.0,0.0,,
"96000,00",98.0,,,,1,3.0,Dépendance,0.0,0.0,,
"219000,00",388.0,,,,1,,,,,,
"219000,00",426.0,"53,00",,,1,,,,,,
"219000,00",327.0,,,,1,,,,,,
"27750,00",83.0,,,,1,4.0,Local industriel. commercial ou assimilé,9.0,0.0,,
"27750,00",82.0,,,,1,4.0,Local industriel. commercial ou assimilé,9.0,0.0,,
"125000,00",20.0,,28.0,"52,61",2,2.0,Appartement,35.0,2.0,,
"125000,00",20.0,,28.0,"52,61",2,3.0,Dépendance,0.0,0.0,,
"125000,00",28.0,"52,61",,,1,2.0,Appartement,18.0,1.0,,
"69000,00",23.0,,24.0,,4,2.0,Appartement,15.0,1.0,,
"69000,00",23.0,,24.0,,4,2.0,Appartement,16.0,1.0,,
"272000,00",,,,,0,,,,,T,333.0
"175000,00",10.0,,3.0,,4,4.0,Local industriel. commercial ou assimilé,21.0,0.0,,
"175000,00",19.0,,8.0,,3,4.0,Local industriel. commercial ou assimilé,26.0,0.0,,
"14200,00",,,,,0,,,,,P,1725.0
"528309,60",,,,,0,,,,,P,7690.0
"232900,00",,,,,0,1.0,Maison,91.0,5.0,S,762.0
"150000,00",,,,,0,1.0,Maison,90.0,3.0,J,864.0
"150000,00",,,,,0,1.0,Maison,90.0,3.0,S,392.0
"70000,00",420.0,,,,1,3.0,Dépendance,0.0,0.0,,
"70000,00",426.0,"22,15",,,1,2.0,Appartement,19.0,1.0,,
"62000,00",20.0,,4.0,"15,58",2,2.0,Appartement,15.0,1.0,,
"62000,00",20.0,,4.0,"15,58",2,3.0,Dépendance,0.0,0.0,,
"27500,00",123.0,,124.0,,2,4.0,Local industriel. commercial ou assimilé,146.0,0.0,,
"12000,00",71.0,,,,1,3.0,Dépendance,0.0,0.0,,
"293000,00",,,,,0,1.0,Maison,92.0,5.0,S,550.0
"89850,00",38.0,"87,36",67.0,,2,2.0,Appartement,90.0,5.0,,
"89850,00",38.0,"87,36",67.0,,2,3.0,Dépendance,0.0,0.0,,
"100000,00",125.0,"45,16",47.0,,2,3.0,Dépendance,0.0,0.0,,
"100000,00",125.0,"45,16",47.0,,2,2.0,Appartement,45.0,2.0,,
"100000,00",125.0,"45,16",47.0,,2,3.0,Dépendance,0.0,0.0,,
"22750,00",23.0,,,,1,3.0,Dépendance,0.0,0.0,,
"210000,00",,,,,0,4.0,Local industriel. commercial ou assimilé,150.0,0.0,S,551.0
"40525,00",21.0,,,,1,2.0,Appartement,21.0,1.0,,
"800,00",4.0,,,,1,4.0,Local industriel. commercial ou assimilé,400.0,0.0,,
"24000,00",147.0,,,,1,3.0,Dépendance,0.0,0.0,,
"40000,00",43.0,"25,72",,,1,2.0,Appartement,25.0,1.0,,
"40000,00",34.0,,,,1,3.0,Dépendance,0.0,0.0,,
"238750,00",20.0,,64.0,"101,98",2,2.0,Appartement,102.0,4.0,,
"238750,00",11.0,,,,1,3.0,Dépendance,0.0,0.0,,
"238750,00",20.0,,64.0,"101,98",2,3.0,Dépendance,0.0,0.0,,
"77200,00",127.0,,180.0,"66,02",2,3.0,Dépendance,0.0,0.0,,
"77200,00",127.0,,180.0,"66,02",2,2.0,Appartement,66.0,4.0,,
"210000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,805.0
"210000,00",,,,,0,1.0,Maison,101.0,6.0,S,805.0
"210000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,805.0
"77000,00",,,,,0,1.0,Maison,117.0,4.0,S,474.0
"77000,00",,,,,0,3.0,Dépendance,0.0,0.0,S,474.0
"77000,00",,,,,0,,,,,S,101.0
"78000,00",115.0,"83,65",47.0,,2,2.0,Appartement,85.0,4.0,,
"78000,00",115.0,"83,65",47.0,,2,3.0,Dépendance,0.0,0.0,,
"119250,00",48.0,,62.0,"50,37",2,3.0,Dépendance,0.0,0.0,,
"119250,00",48.0,,62.0,"50,37",2,2.0,Appartement,51.0,2.0,,
"100000,00",127.0,"70,55",179.0,,2,3.0,Dépendance,0.0,0.0,,
"100000,00",127.0,"70,55",179.0,,2,3.0,Dépendance,0.0,0.0,,
"100000,00",127.0,"70,55",179.0,,2,2.0,Appartement,67.0,4.0,,
"124000,00",386.0,,,,1,3.0,Dépendance,0.0,0.0,,
"124000,00",73.0,,93.0,"65,07",2,2.0,Appartement,64.0,4.0,,
"124000,00",73.0,,93.0,"65,07",2,3.0,Dépendance,0.0,0.0,,
"12500,00",2101.0,,,,1,,,,,,
"170000,00",27.0,"115,53",28.0,"115,53",2,4.0,Local industriel. commercial ou assimilé,100.0,0.0,,
"370000,00",25.0,"241,46",26.0,"241,46",4,4.0,Local industriel. commercial ou assimilé,322.0,0.0,,
"90000,00",14.0,"115,53",,,1,4.0,Local industriel. commercial ou assimilé,14.0,0.0,,
"90000,00",16.0,"115,53",,,1,3.0,Dépendance,0.0,0.0,,
"90000,00",15.0,"115,53",,,1,4.0,Local industriel. commercial ou assimilé,14.0,0.0,,
"90000,00",1.0,,10.0,,10,4.0,Local industriel. commercial ou assimilé,102.0,0.0,,
"90000,00",24.0,,,,1,4.0,Local industriel. commercial ou assimilé,55.0,0.0,,
"90000,00",13.0,"115,53",,,1,4.0,Local industriel. commercial ou assimilé,14.0,0.0,,
"250000,00",263.0,"127,51",264.0,,3,2.0,Appartement,127.0,7.0,,
"250000,00",126.0,,,,1,3.0,Dépendance,0.0,0.0,,
"250000,00",263.0,"127,51",264.0,,3,3.0,Dépendance,0.0,0.0,,
"250000,00",263.0,"127,51",264.0,,3,3.0,Dépendance,0.0,0.0,,
"250000,00",263.0,"127,51",264.0,,3,3.0,Dépendance,0.0,0.0,,
"107000,00",1.0,,,,1,3.0,Dépendance,0.0,0.0,,
"107000,00",10.0,,,,1,2.0,Appartement,41.0,2.0,,
"75000,00",36.0,,,,1,3.0,Dépendance,0.0,0.0,,
"75000,00",160.0,,84.0,,2,3.0,Dépendance,0.0,0.0,,
"75000,00",81.0,,,,1,3.0,Dépendance,0.0,0.0,,
"75000,00",160.0,,84.0,,2,2.0,Appartement,53.0,2.0,,
"83200,00",253.0,"28,51",,,1,2.0,Appartement,31.0,1.0,,
"181100,00",90.0,"68,40",,,1,2.0,Appartement,68.0,3.0,,
"181100,00",34.0,,,,1,3.0,Dépendance,0.0,0.0,,
"75000,00",55.0,,56.0,,3,3.0,Dépendance,0.0,0.0,,
"75000,00",55.0,,56.0,,3,2.0,Appartement,50.0,3.0,,
"75000,00",55.0,,56.0,,3,3.0,Dépendance,0.0,0.0,,
"76500,00",67.0,,68.0,,3,2.0,Appartement,25.0,1.0,,
"76500,00",,,,,0,,,,,,
"183000,00",163.0,,,,1,3.0,Dépendance,0.0,0.0,,
"183000,00",128.0,,,,1,3.0,Dépendance,0.0,0.0,,
"183000,00",28.0,"67,60",,,1,2.0,Appartement,71.0,3.0,,
"115000,00",12.0,,14.0,,4,3.0,Dépendance,0.0,0.0,,
"115000,00",12.0,,14.0,,4,2.0,Appartement,72.0,4.0,,
"115000,00",12.0,,14.0,,4,3.0,Dépendance,0.0,0.0,,
"74990,00",48.0,"29,00",49.0,,3,2.0,Appartement,33.0,1.0,,
"74990,00",48.0,"29,00",49.0,,3,3.0,Dépendance,0.0,0.0,,
"74990,00",48.0,"29,00",49.0,,3,3.0,Dépendance,0.0,0.0,,
"175000,00",34.0,"80,09",35.0,,3,2.0,Appartement,79.0,3.0,,
"175000,00",34.0,"80,09",35.0,,3,3.0,Dépendance,0.0,0.0,,
"175000,00",34.0,"80,09",35.0,,3,3.0,Dépendance,0.0,0.0,,
"175000,00",23.0,,,,1,3.0,Dépendance,0.0,0.0,,
"103350,00",329.0,,,,1,3.0,Dépendance,0.0,0.0,,
"103350,00",309.0,"75,23",310.0,,3,2.0,Appartement,75.0,4.0,,
"103350,00",309.0,"75,23",310.0,,3,3.0,Dépendance,0.0,0.0,,
"103350,00",309.0,"75,23",310.0,,3,3.0,Dépendance,0.0,0.0,,
"300000,00",16.0,,17.0,"198,06",11,4.0,Local industriel. commercial ou assimilé,200.0,0.0,,
"140350,00",144.0,,198.0,"49,08",2,2.0,Appartement,49.0,3.0,,
"140350,00",144.0,,198.0,"49,08",2,3.0,Dépendance,0.0,0.0,,
"20000,00",13.0,"26,24",,,1,4.0,Local industriel. commercial ou assimilé,1887.0,0.0,,
"85000,00",661.0,,,,1,3.0,Dépendance,0.0,0.0,,
"85000,00",523.0,,533.0,"50,78",2,2.0,Appartement,57.0,2.0,,
"85000,00",523.0,,533.0,"50,78",2,3.0,Dépendance,0.0,0.0,,
"1,00",,,,,0,,,,,S,3.0
"99000,00",451.0,,469.0,,2,3.0,Dépendance,0.0,0.0,,
"99000,00",496.0,,,,1,3.0,Dépendance,0.0,0.0,,
"99000,00",451.0,,469.0,,2,2.0,Appartement,75.0,4.0,,
"124000,00",190.0,,200.0,"62,78",2,2.0,Appartement,68.0,4.0,,
"124000,00",190.0,,200.0,"62,78",2,3.0,Dépendance,0.0,0.0,,
"240000,00",,,,,0,,,,,S,177.0
"240000,00",,,,,0,,,,,S,426.0
"240000,00",,,,,0,,,,,S,145.0
"240000,00",,,,,0,2.0,Appartement,31.0,1.0,S,1055.0
"240000,00",,,,,0,2.0,Appartement,78.0,3.0,S,1055.0
"240000,00",,,,,0,2.0,Appartement,69.0,4.0,S,1055.0
"240000,00",,,,,0,2.0,Appartement,76.0,2.0,S,1055.0
"240000,00",,,,,0,2.0,Appartement,31.0,1.0,S,1055.0
"240000,00",,,,,0,2.0,Appartement,72.0,3.0,S,1055.0
"240000,00",,,,,0,2.0,Appartement,70.0,2.0,S,1055.0
"240000,00",,,,,0,2.0,Appartement,57.0,2.0,S,1055.0
"240000,00",,,,,0,2.0,Appartement,66.0,3.0,S,1055.0
"240000,00",,,,,0,2.0,Appartement,65.0,3.0,S,1055.0
"240000,00",,,,,0,4.0,Local industriel. commercial ou assimilé,61.0,0.0,S,1055.0
"240000,00",,,,,0,2.0,Appartement,43.0,1.0,S,1055.0
"240000,00",,,,,0,2.0,Appartement,27.0,1.0,S,1055.0
"240000,00",,,,,0,,,,,S,504.0
"230000,00",,,,,0,1.0,Maison,67.0,3.0,S,873.0
"117500,00",2.0,"93,75",8.0,,3,3.0,Dépendance,0.0,0.0,,
"117500,00",2.0,"93,75",8.0,,3,2.0,Appartement,100.0,4.0,,
"117500,00",2.0,"93,75",8.0,,3,3.0,Dépendance,0.0,0.0,,
"111000,00",32.0,,,,1,3.0,Dépendance,0.0,0.0,,
"111000,00",14.0,"66,99",,,1,2.0,Appartement,65.0,3.0,,
"59200,00",101.0,"44,95",153.0,,2,4.0,Local industriel. commercial ou assimilé,45.0,0.0,,
"140208,00",,,,,0,,,,,S,1477.0
"140208,00",,,,,0,,,,,S,356.0
"140208,00",,,,,0,,,,,S,190.0
"140208,00",,,,,0,,,,,AG,641.0
"140208,00",,,,,0,,,,,AG,257.0
